Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
CVS/NKE,51515.140661407546,2.8661538805862823,-8939.99566741721,-0.01787999133483442,0.5267857142857143,13,47798.0,156
GLW/CSGP,40539.68701284945,1.811072419766837,-19773.34061157566,-0.03954668122315132,0.5068493150684932,12,28870.0,156
CAT/ADBE,39933.77399130439,1.8727312503328906,-14919.769999999984,-0.029839539999999967,0.6153846153846154,14,7325.0,156
GLW/FOXA,25751.92457444848,1.5467128656272493,-18011.620611575672,-0.03602324122315134,0.6041666666666666,10,18934.0,156
AMAT/ICE,18921.105256053655,1.771454799772732,-6045.914014801125,-0.01209182802960225,0.6571428571428571,7,5917.0,156
TER/KKR,18849.18632019926,1.570216504099099,-11463.089999999995,-0.02292617999999999,0.5806451612903226,6,4809.0,156
CAT/PTC,18728.635323549566,1.7615149938149826,-7891.543891021209,-0.015783087782042418,0.589041095890411,10,6752.0,156
LRCX/CME,15664.95504134247,1.324655647850284,-7302.020000000005,-0.01460404000000001,0.5227272727272727,5,2948.0,156
CVS/WDAY,10971.88896735795,1.005796994807417,-7084.199999999997,-0.014168399999999994,0.54,9,17218.0,156
TER/CPRT,10831.224935576469,0.4810599123183112,-23998.315650682933,-0.04799663130136587,0.5227272727272727,17,44693.0,156
GE/CBOE,3181.5399999999854,0.35860539426449056,-8239.730000000014,-0.01647946000000003,0.4230769230769231,3,2152.0,156
PWR/T,1560.7694461419228,0.15121703486646496,-9059.776134381413,-0.018119552268762825,0.5128205128205128,7,35522.0,156
AMAT/FOX,-8529.827182287407,-0.7093791111580987,-18178.350449716923,-0.036356700899433846,0.45161290322580644,8,15713.0,156
LRCX/BR,-14122.339460400346,-1.1075331442364589,-22377.651525457906,-0.04475530305091581,0.41509433962264153,13,10726.0,156
PWR/NDAQ,-16089.240385471488,-3.1923693476645965,-16089.240385471488,-0.03217848077094298,0.2,6,3688.0,156
