Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
XOM/V,26003.28096579125,2.3304088770061515,-7055.520000000019,-0.014111040000000036,0.5957446808510638,13,17590.0,156
EVRG/AVB,9000.708451050694,2.6835963462966745,-3071.2062005292755,-0.006142412401058551,0.7027027027027027,10,18875.0,156
RSG/AFL,4933.645415565542,0.9387035072458176,-5403.876796116501,-0.010807753592233002,0.5384615384615384,10,15812.0,156
TJX/AVB,2021.5235542172964,0.5339557674525087,-3088.2900000000063,-0.006176580000000012,0.48214285714285715,7,5794.0,156
BK/ALL,809.9345549268046,0.16114434861193602,-4751.587131919913,-0.009503174263839826,0.41935483870967744,12,12795.0,156
CB/ACGL,593.2600000000069,0.535237721940394,-751.5799999999956,-0.0015031599999999912,0.46153846153846156,3,4382.0,156
ETR/AIG,-1749.8638292346873,-0.19645643565259144,-14000.981311866633,-0.028001962623733268,0.5263157894736842,13,39540.0,156
C/GS,-2325.540000000022,-1.1858306457452468,-3136.6199999999976,-0.006273239999999995,0.5555555555555556,2,3090.0,156
AIG/HST,-2481.4663054967755,-1.5899578183321348,-2879.116305496776,-0.005758232610993552,0.375,3,16336.0,156
ALL/GS,-3298.1920204565117,-0.9869519315404403,-4481.720000000001,-0.008963440000000003,0.5333333333333333,5,2864.0,156
ALL/SPG,-3477.277402826864,-1.4039319492847395,-3477.277402826864,-0.006954554805653729,0.3333333333333333,2,1540.0,156
ETR/AVB,-3781.175988684372,-0.7985530411521086,-5815.397169276193,-0.011630794338552387,0.5111111111111111,13,22545.0,156
MCD/ACGL,-6541.933067686317,-1.3140008302886566,-10342.930793973224,-0.02068586158794645,0.375,8,12954.0,156
JNJ/AIG,-8109.070351553948,-2.7002827269059275,-10128.454609723329,-0.02025690921944666,0.14814814814814814,4,6500.0,156
CTRA/ACGL,-12730.917691811668,-2.534353203007086,-15483.23769181166,-0.03096647538362332,0.42105263157894735,13,48829.0,130
