Date,OOS_Equity,OOS_DailyPnL,Window,n_pairs,OOS_Equity_Chained
2025-10-10,499931.506849315,-68.49315068498254,1,15,499931.506849315
2025-10-13,499280.44369863,-651.0631506849895,1,15,499280.44369863
2025-10-14,501709.4820252177,2429.0383265876444,1,15,501709.4820252177
2025-10-15,505959.2592154419,4249.777190224209,1,15,505959.2592154419
2025-10-16,506001.8083891966,42.54917375469813,1,15,506001.8083891966
2025-10-17,506356.2356914787,354.42730228212895,1,15,506356.2356914787
2025-10-20,507824.9467208779,1468.7110293991864,1,15,507824.9467208779
2025-10-21,507493.7467729042,-331.1999479737133,1,15,507493.7467729042
2025-10-22,495710.5464763831,-11783.20029652107,1,15,495710.5464763831
2025-10-23,500148.7457804886,4438.199304105481,1,15,500148.7457804886
2025-10-24,503020.0167825021,2871.2710020135273,1,15,503020.0167825021
2025-10-27,508287.4255649118,5267.408782409679,1,15,508287.4255649118
2025-10-28,519994.3330623085,11706.907497396693,1,15,519994.3330623085
2025-10-29,535970.5621517648,15976.229089456261,1,15,535970.5621517648
2025-10-30,530378.7898282724,-5591.772323492332,1,15,530378.7898282724
2025-10-31,525399.0077377749,-4979.782090497552,1,15,525399.0077377749
2025-11-03,529163.6345870905,3764.626849315595,1,15,529163.6345870905
2025-11-04,524926.437433092,-4237.197153998422,1,15,524926.437433092
2025-11-05,526705.4177019859,1778.9802688938798,1,15,526705.4177019859
2025-11-06,522149.2368904514,-4556.180811534519,1,15,522149.2368904514
2025-11-07,518010.3061880982,-4138.930702353187,1,15,518010.3061880982
2025-11-10,524697.1791604293,6686.872972331068,1,15,524697.1791604293
2025-11-11,518793.3503766373,-5903.828783791978,1,15,518793.3503766373
2025-11-12,522577.6915294135,3784.3411527762073,1,15,522577.6915294135
2025-11-13,521525.6081095685,-1052.083419845032,1,15,521525.6081095685
2025-11-14,524142.5399231678,2616.931813599309,1,15,524142.5399231678
2025-11-18,499931.5068493149,-68.49315068509895,2,15,524142.5399231678
2025-11-19,498161.1670085915,-1770.3398407233763,2,15,522372.2000824444
2025-11-20,499152.4238714343,991.2568628427689,2,15,523363.4569452872
2025-11-21,501910.3354257197,2757.9115542853833,2,15,526121.3684995726
2025-11-24,504732.4361440841,2822.1007183644106,2,15,528943.469217937
2025-11-25,507525.4486067822,2793.012462698098,2,15,531736.4816806351
2025-11-26,510900.734786952,3375.2861801697873,2,15,535111.7678608049
2025-11-28,511536.8180691036,636.0832821516087,2,15,535747.8511429564
2025-12-01,511329.9494977219,-206.8685713816667,2,15,535540.9825715749
