Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
JNJ/AIG,18954.725058230764,4.870782921317828,-728.3400000000038,-0.0014566800000000075,0.7407407407407407,4,4894.0,130
CINF/AWK,4155.28373324906,1.5728263385264327,-2918.1560745910547,-0.005836312149182109,0.5555555555555556,5,8762.0,78
DOV/ACGL,2697.350000000002,1.1791988128284774,-1126.2499999999993,-0.0022524999999999984,0.5454545454545454,1,2162.0,156
AME/AIG,708.8025895994274,0.12492925924301548,-4583.155836261426,-0.009166311672522852,0.5,3,4770.0,130
AFL/SPG,57.69476173973149,1.2709778186044856,0.0,0.0,1.0,1,1708.0,156
SLB/ACGL,0.0,0.0,0.0,0.0,,0,0.0,0
ACGL/YUM,0.0,0.0,0.0,0.0,,0,0.0,156
CNP/AEE,0.0,0.0,0.0,0.0,,0,0.0,156
NI/AEE,0.0,0.0,0.0,0.0,,0,0.0,156
AME/SNA,0.0,0.0,0.0,0.0,,0,0.0,26
AME/MAR,-171.4799999999979,-1.2709778186044847,-171.4799999999979,-0.0003429599999999958,0.0,1,1236.0,156
MDLZ/EW,-307.10149242839356,-0.1318585845471849,-2936.9414924283974,-0.005873882984856795,0.47058823529411764,4,9480.0,156
MS/AWK,-3976.497305216209,-0.43466994455309294,-11202.756410069152,-0.022405512820138303,0.4342105263157895,18,23691.0,156
INCY/AWK,-7004.701747083575,-3.5511442607476433,-7004.701747083575,-0.01400940349416715,0.23076923076923078,5,8071.0,78
AIG/GILD,-11730.429999999993,-2.374966280187691,-15588.760000000011,-0.03117752000000002,0.40540540540540543,5,19108.0,52
