Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
AMAT/TRMB,56216.745431388495,3.2920003192816836,-7507.970000000008,-0.015015940000000018,0.6428571428571429,10,18143.0,156
AMAT/FISV,49894.18919986862,1.6884469998455678,-8525.370000000003,-0.017050740000000005,0.5445544554455446,19,28436.0,156
LRCX/FMC,45700.57879828328,2.2434618722684028,-7127.439999999991,-0.014254879999999984,0.6136363636363636,6,35838.0,156
TER/EFX,35312.0647781729,1.4550508965198146,-18541.036599770487,-0.037082073199540974,0.5544554455445545,20,15795.0,156
MGM/PTC,31058.539999999994,2.046993877965744,-10870.24,-0.02174048,0.5208333333333334,9,30695.0,156
KEYS/CPRT,26471.59999999997,1.7677621393465934,-9327.59,-0.01865518,0.5975609756097561,13,40738.0,156
KEYS/NFLX,25666.59799999999,1.728896135730511,-19666.999999999993,-0.03933399999999999,0.5647058823529412,8,9416.0,156
LRCX/BR,19226.917178522268,1.2945210246961556,-12922.384805807422,-0.025844769611614842,0.5616438356164384,10,7029.0,156
DVA/INTU,18648.513144720255,1.4374345826117823,-13710.486855279723,-0.027420973710559446,0.47058823529411764,7,5976.0,156
TER/FOXA,15424.034894025783,1.2658503274987456,-9540.257821144363,-0.019080515642288725,0.5306122448979592,7,11839.0,156
CVS/ADBE,12321.751169334046,0.7044690787661825,-17865.49883066592,-0.035730997661331844,0.5555555555555556,16,30581.0,156
JBL/ULTA,7311.237668905567,1.1471275467382118,-3571.6499999999987,-0.007143299999999997,0.6129032258064516,4,1854.0,156
CVS/CTSH,2736.1240165499657,0.41405739278584197,-10159.257517504779,-0.020318515035009557,0.3548387096774194,4,8109.0,156
DVA/KLAC,1951.7239124885764,0.2032895542533574,-10577.63143346559,-0.02115526286693118,0.5813953488372093,5,7706.0,156
JBL/FOX,-7658.858494296048,-1.1118833395709935,-8919.303137289568,-0.017838606274579134,0.3333333333333333,5,8216.0,156
