Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
MNST/AWK,4726.70927409517,1.264958058561356,-3080.5825559170407,-0.006161165111834082,0.53125,3,6431.0,104
CINF/AWK,3741.3932008860547,1.1218151967974455,-2234.003867986148,-0.0044680077359722965,0.53125,8,11621.0,130
CSX/AIG,1720.1915527230758,0.4007557197955377,-4465.178447276933,-0.008930356894553867,0.42857142857142855,4,18456.0,156
AIG/JNJ,926.4800000000009,1.0860286965358352,-814.6800000000044,-0.0016293600000000087,0.625,1,2152.0,78
AME/MAR,229.02000000000874,0.16611294487028433,-1120.899999999992,-0.002241799999999984,0.5,1,1232.0,156
AEE/CNP,10.615584682687995,0.004296835313804731,-2152.016587201991,-0.004304033174403982,0.42105263157894735,15,51303.0,156
VTRS/WMT,0.0,0.0,0.0,0.0,,0,0.0,156
YUM/ACGL,0.0,0.0,0.0,0.0,,0,0.0,156
DE/CME,-591.5400000000018,-0.19635452459366762,-2626.0600000000077,-0.0052521200000000155,0.45454545454545453,1,676.0,156
INCY/CINF,-1218.1507203945205,-0.37198009231205703,-5005.3986110243995,-0.0100107972220488,0.5,2,2881.0,104
HST/CSCO,-1684.3604399529254,-0.9164393029048914,-3068.9204399529217,-0.006137840879905844,0.38461538461538464,3,17939.0,156
AIG/GILD,-2222.5143775365214,-0.8754941307974642,-5797.714071278703,-0.011595428142557406,0.3076923076923077,4,9799.0,78
MDLZ/CINF,-6867.039999999999,-2.865838320203618,-7096.949999999991,-0.014193899999999982,0.2,3,6803.0,78
F/AWK,-11175.154047866376,-2.532794019634167,-12377.824047866376,-0.02475564809573275,0.39473684210526316,5,47036.0,78
VTRS/AME,-13349.416811474735,-2.4670520567854166,-17104.775164967563,-0.034209550329935126,0.4074074074074074,5,51816.0,78
