Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
KLAC/NFLX,59818.78977683133,1.5809073037976586,-12089.692112263903,-0.024179384224527808,0.543859649122807,8,7278.0,156
STLD/FMC,49652.49388581948,2.3716265285930596,-13944.348307368018,-0.027888696614736037,0.6842105263157895,11,80952.0,156
MPC/ULTA,33752.62763074727,4.053542860559825,-2733.4400000000023,-0.005466880000000005,0.673469387755102,10,5861.0,156
BWA/BSX,32670.50224530365,1.5941302058727516,-13218.977180823356,-0.026437954361646712,0.5287356321839081,16,67225.0,156
BWA/INTU,27442.739108083744,1.7431867023534442,-13780.083793614944,-0.027560167587229886,0.5925925925925926,9,15029.0,156
KLAC/JKHY,14897.924019971533,0.8973976094791482,-12478.92,-0.02495784,0.5411764705882353,9,4939.0,156
HST/MOS,13837.21652123721,2.028249846169013,-5723.280338004983,-0.011446560676009965,0.515625,7,33352.0,156
STLD/UHS,11205.2398016119,2.0680054915758217,-7419.949999999992,-0.014839899999999984,0.625,5,3915.0,78
VLO/GPN,10873.20531111362,0.8000516194901716,-16945.47666006307,-0.033890953320126135,0.5573770491803278,13,22460.0,156
HST/ADBE,7566.13270654639,0.7317090549543369,-7895.279999999993,-0.015790559999999988,0.5079365079365079,13,93668.0,156
UNH/CMCSA,6928.159999999995,1.8323061462921493,-4141.339999999999,-0.008282679999999999,0.56,3,9815.0,156
MPC/ICE,6173.920621653649,0.6054727744045734,-12152.26877468768,-0.02430453754937536,0.5161290322580645,19,17546.0,156
MGM/FISV,833.0299999999861,0.08938639304798264,-14030.189999999988,-0.028060379999999975,0.4230769230769231,15,48901.0,156
MGM/GDDY,-1125.6899999999835,-0.14694348522155348,-9577.219999999994,-0.019154439999999988,0.41025641025641024,9,24163.0,156
UNH/PYPL,-19175.121713212877,-1.2248357346471168,-21954.934010795583,-0.043909868021591164,0.48484848484848486,7,5634.0,156
