Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
TJX/AVB,1723.153671146064,0.32473795422471435,-4259.334933665024,-0.00851866986733005,0.5405405405405406,6,9027.0,156
ETR/AVB,1611.178155846495,0.3257405968893311,-5022.4538170914275,-0.010044907634182854,0.5492957746478874,11,15144.0,156
AIG/CAT,1586.8700000000063,0.9082275047468337,-1872.4099999999921,-0.0037448199999999842,0.4444444444444444,3,4570.0,156
ALL/BK,895.8285549603315,0.16083137848756612,-5356.383240139801,-0.010712766480279603,0.4225352112676056,15,17165.0,156
RSG/AFL,265.81857041561557,0.08058978547681939,-3142.5800000000017,-0.006285160000000003,0.5,7,8434.0,156
C/AIG,212.3099999999954,0.09210451414768257,-3217.439999999998,-0.006434879999999995,0.4666666666666667,2,4774.0,156
ALL/SPG,0.0,0.0,0.0,0.0,,0,0.0,26
AWK/AXP,-215.254850489403,-0.04120803008925217,-5414.5599999999995,-0.01082912,0.5,4,3722.0,156
AIG/CSX,-757.4364084507056,-0.6334413002824807,-1852.2522963870238,-0.0037045045927740477,0.6,1,5748.0,156
AWK/PLD,-2495.6854547891717,-0.9309039203489972,-4568.971501149514,-0.009137943002299028,0.5483870967741935,5,6147.0,130
C/GS,-3450.9772474109427,-1.5155484504677532,-3450.9772474109423,-0.006901954494821885,0.4782608695652174,7,10806.0,156
C/STT,-4258.448643857011,-0.8643270669230311,-7295.347672614453,-0.014590695345228905,0.46,6,16186.0,156
ALL/GS,-7091.975824707138,-0.7339076948004332,-13534.268013909777,-0.027068536027819556,0.43859649122807015,11,6685.0,156
AWK/BK,-7205.15423904688,-1.8982597323633683,-7205.15423904688,-0.014410308478093761,0.4,3,3453.0,156
ACGL/MCD,-10801.202263825979,-1.9332682752210582,-14561.49056324551,-0.02912298112649102,0.3684210526315789,6,11539.0,156
