Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
ETR/AVB,3544.3563409682743,0.415429575556905,-12501.932351812127,-0.025003864703624253,0.5416666666666666,13,21453.0,155
AIG/AVB,1932.7542078898844,0.29272599278417843,-6321.899999999992,-0.012643799999999985,0.4473684210526316,7,17583.0,155
AFL/RSG,1582.6652351804153,0.9252706382799782,-1465.0624588307514,-0.002930124917661503,0.6363636363636364,3,4382.0,155
ALL/DGX,0.0,0.0,0.0,0.0,,0,0.0,51
RJF/BLK,0.0,0.0,0.0,0.0,,0,0.0,0
WFC/MMM,-103.61687815022105,-0.030985311467215584,-4801.9004252772265,-0.009603800850554452,0.45454545454545453,6,8887.0,155
CSX/AIG,-145.62999999999693,-0.13498576447041835,-1414.5999999999963,-0.0028291999999999927,0.625,1,1978.0,155
AWK/PLD,-897.7150676657739,-0.15372953760040947,-6137.538325903133,-0.012275076651806266,0.5205479452054794,13,18253.0,155
HLT/AIG,-1580.894115125469,-0.15479572599113403,-11382.36708691168,-0.02276473417382336,0.47692307692307695,15,36193.0,155
AWK/AXP,-3931.5950241583396,-1.849167641430438,-5017.812499999991,-0.010035624999999982,0.36363636363636365,3,2794.0,130
AFL/AVB,-5730.51898572082,-1.0211725959797533,-10596.086144548508,-0.021192172289097016,0.475,6,11485.0,155
AWK/BK,-6507.215572576333,-1.2084447932902556,-9244.980184221225,-0.01848996036844245,0.5555555555555556,3,5192.0,155
ALL/EQR,-6547.466967323884,-0.6431851005717838,-12478.211700394411,-0.024956423400788824,0.48314606741573035,17,52322.0,155
ACGL/MCD,-7537.841263834697,-1.893776169389507,-8098.510533178781,-0.01619702106635756,0.41304347826086957,15,18400.0,155
ALL/CFG,-14270.72122684497,-1.3551918990402616,-19196.180270371042,-0.03839236054074208,0.4406779661016949,12,32032.0,155
