Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
TRGP/SWKS,16354.739126637553,1.16056848553984,-10863.019999999982,-0.021726039999999964,0.5205479452054794,9,19224.0,161
VLO/APO,15902.457352078785,1.8351700562997841,-5192.9682935719065,-0.010385936587143813,0.5079365079365079,13,13212.0,161
DVA/HAS,13140.917798165145,2.759818505253358,-3681.3499999999976,-0.0073626999999999955,0.6440677966101694,9,12144.0,161
TRGP/ORLY,10516.971413259229,1.2667499046692845,-6333.629999999996,-0.012667259999999991,0.5352112676056338,12,14900.0,161
CDW/WY,8733.280097600415,1.5771068405840025,-4389.724667321223,-0.008779449334642446,0.5714285714285714,4,17115.0,161
STT/WMT,7196.165294811318,1.0752057124006265,-4345.119999999991,-0.008690239999999981,0.4878048780487805,7,7653.0,161
VLO/HSY,6327.617594619912,0.3708525461206323,-17703.872005291014,-0.035407744010582026,0.5274725274725275,14,14881.0,161
STT/DIS,2478.4099999999953,0.5806011889780185,-3929.9100000000035,-0.007859820000000007,0.5789473684210527,3,3343.0,161
MOH/WYNN,994.6043408090553,0.18099296929222092,-8100.8211318381955,-0.016201642263676392,0.4166666666666667,3,3092.0,161
DVA/CCI,-6831.659999999997,-2.3833360746533847,-6831.659999999996,-0.013663319999999993,0.0,1,1928.0,108
ANET/T,-7112.164113856043,-0.687807937517834,-12448.670154730562,-0.024897340309461124,0.5384615384615384,8,38408.0,161
MOH/COST,-10948.586522683594,-1.205972361127883,-16482.518244813138,-0.03296503648962627,0.5066666666666667,10,5473.0,161
ANET/TAP,-11231.336169583457,-1.0815981381909758,-13704.545464629055,-0.02740909092925811,0.5217391304347826,7,19322.0,161
CDW/VICI,-19408.99649126211,-1.787664964082134,-23961.821108005304,-0.04792364221601061,0.5128205128205128,8,30728.0,161
