Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
CAT/ADBE,37316.0412523081,2.484353895955015,-10932.813012104065,-0.02186562602420813,0.6231884057971014,15,7512.0,156
GLW/FOX,32054.446176662845,2.1532542206826446,-7558.843932135729,-0.015117687864271458,0.5833333333333334,11,20366.0,156
AMAT/CSGP,30264.40103308865,1.8514313394759139,-7817.380000000003,-0.015634760000000004,0.5161290322580645,13,27295.0,156
GLW/BR,28798.62280275655,1.5769119806958574,-13165.994437810128,-0.026331988875620257,0.6029411764705882,12,12096.0,156
LRCX/ICE,22683.53629762364,1.9227434768281524,-5468.500000000004,-0.010937000000000007,0.55,8,6486.0,156
KMX/TYL,19223.5,1.9353741935235362,-4421.170000000002,-0.008842340000000004,0.5454545454545454,5,9228.0,156
LRCX/FISV,10505.003922235339,0.6042862073724966,-17871.130993741706,-0.03574226198748341,0.4727272727272727,9,13668.0,156
IRM/NDAQ,7009.898653383325,0.9960851595585307,-6265.000000000002,-0.012530000000000003,0.5660377358490566,12,21674.0,156
CAT/KLAC,0.0,0.0,0.0,0.0,,0,0.0,156
KMX/PTC,-996.5899999999795,-0.19983161985443804,-8355.47999999999,-0.01671095999999998,0.5833333333333334,5,10596.0,156
AMAT/FOXA,-1313.6362309569595,-0.07819468863462857,-18744.756230956973,-0.03748951246191395,0.45161290322580644,9,17340.0,156
CVS/MSFT,-2953.6145665665663,-0.3811151619416202,-11321.294566566554,-0.022642589133133106,0.5217391304347826,4,4584.0,156
IRM/KKR,-5975.9534841790755,-1.2385040582851778,-10467.2951552692,-0.0209345903105384,0.4,9,15703.0,156
TER/CME,-10167.09066896799,-0.8207720797763185,-24019.920668967978,-0.04803984133793596,0.4857142857142857,7,3824.0,156
TER/NKE,-11002.233987470368,-0.5798332975130459,-32083.210000000006,-0.06416642000000002,0.49122807017543857,13,15392.0,156
