Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
ACGL/DOV,4075.1803123615096,0.9213900075708116,-3832.831859867084,-0.007665663719734168,0.5555555555555556,3,5760.0,156
AIG/JNJ,1502.7600000000007,3.9663202731450258,-518.5500000000009,-0.0010371000000000017,0.8,1,1074.0,26
CINF/AWK,1006.3100355495942,0.3005299768091664,-3802.31087528823,-0.00760462175057646,0.4827586206896552,5,7996.0,130
TRV/DGX,0.0,0.0,0.0,0.0,,0,0.0,0
SLB/ACGL,0.0,0.0,0.0,0.0,,0,0.0,0
ACGL/YUM,0.0,0.0,0.0,0.0,,0,0.0,156
CNP/AEE,0.0,0.0,0.0,0.0,,0,0.0,156
NI/AEE,0.0,0.0,0.0,0.0,,0,0.0,156
MDLZ/EW,-85.31659003833965,-0.01339952603119808,-7147.260000000012,-0.014294520000000024,0.5833333333333334,4,16460.0,156
AME/MAR,-420.8300000000002,-1.2709778186044847,-420.8300000000002,-0.0008416600000000005,0.0,1,1066.0,156
AIG/DUK,-1502.752601231111,-0.44462132657983516,-5311.225521277462,-0.010622451042554923,0.391304347826087,5,9712.0,156
AME/SNA,-2372.3082080857557,-0.39161543723017384,-6204.9382080857695,-0.012409876416171538,0.46511627906976744,9,11262.0,156
AFL/SPG,-2785.7606750983205,-0.9914719060853736,-5891.567648310144,-0.01178313529662029,0.4166666666666667,6,8493.0,156
INCY/AWK,-11323.283570002011,-1.2310930639300448,-13042.50230520536,-0.02608500461041072,0.45454545454545453,14,26516.0,156
AIG/GILD,-19491.486660320363,-1.8466663838927757,-23699.52666032035,-0.0473990533206407,0.4142857142857143,14,49407.0,130
