Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
MNST/AWK,13763.281768033114,2.1141015476998537,-2904.560000000005,-0.00580912000000001,0.5757575757575758,8,19444.0,156
L/AWK,6251.374927649162,0.7988162929467033,-6857.005512621184,-0.013714011025242367,0.5142857142857142,12,24344.0,156
CSX/AIG,2766.1146292004855,0.7275098105362626,-2618.17537079952,-0.00523635074159904,0.42857142857142855,4,12878.0,156
AEE/CNP,1262.059999999999,1.281788551729747,-475.1599999999987,-0.0009503199999999974,0.5833333333333334,5,13630.0,156
STT/C,521.8279610605089,1.3718797326752399,-423.0398370830062,-0.0008460796741660124,0.6666666666666666,2,3718.0,52
MAR/AME,0.0,0.0,0.0,0.0,,0,0.0,130
ACGL/YUM,0.0,0.0,0.0,0.0,,0,0.0,156
ESS/ALL,0.0,0.0,0.0,0.0,,0,0.0,0
SPG/ALL,-376.7500000000032,-1.3438183470245992,-432.3200000000018,-0.0008646400000000036,0.5,1,522.0,104
AFL/ICE,-801.5852249846357,-0.13185222727363466,-10220.229119776455,-0.02044045823955291,0.5283018867924528,11,19256.0,156
HST/ALL,-809.1499999999909,-0.4196066251034532,-1946.479999999993,-0.003892959999999986,0.36363636363636365,1,5908.0,156
WELL/AIG,-2088.730490898074,-0.35517604323958085,-9368.401645422942,-0.018736803290845885,0.45454545454545453,5,7571.0,156
CINF/AWK,-3084.389349439818,-0.642151555425455,-12210.846670338902,-0.024421693340677803,0.4878048780487805,7,7805.0,156
PEP/AIG,-3396.8257959456137,-1.5274626193549812,-3686.589395124212,-0.007373178790248424,0.3888888888888889,3,5760.0,156
HST/CSCO,-6880.280299351631,-1.5496174999302166,-9477.44506441605,-0.0189548901288321,0.34782608695652173,6,53418.0,156
