Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
ETR/AVB,5037.135556472143,1.3403816228143606,-1888.4495391609853,-0.0037768990783219707,0.64,6,8029.0,156
NWS/AFL,3734.4482702618716,0.424329619662558,-12201.633850847516,-0.02440326770169503,0.5,11,55994.0,156
L/AVB,3636.817093467131,1.0070929556484567,-2971.799449976833,-0.005943598899953666,0.5531914893617021,5,7735.0,156
WFC/MMM,1684.8400000000117,0.8955473198433592,-1005.889999999993,-0.002011779999999986,0.5,1,2078.0,156
RSG/AFL,987.6132248267472,0.8937657703182351,-905.3264895067874,-0.001810652979013575,0.5714285714285714,3,4392.0,156
ALL/DGX,0.0,0.0,0.0,0.0,,0,0.0,0
ALL/EQR,0.0,0.0,0.0,0.0,,0,0.0,0
HLT/AIG,-629.8256623145503,-0.16101865657607445,-4217.600000000004,-0.008435200000000007,0.42105263157894735,5,8128.0,156
ACGL/MCD,-673.8980314141143,-0.13596972336451169,-4252.152806881323,-0.008504305613762647,0.5066666666666667,16,20288.0,156
AWK/PLD,-2367.190319661595,-0.46029637311341515,-4596.860000000001,-0.00919372,0.4888888888888889,6,8450.0,156
AIG/AVB,-4552.263484190948,-0.9936186950669071,-5738.643484190953,-0.011477286968381906,0.5142857142857142,5,9668.0,156
AWK/BK,-5498.891777958522,-0.9338698737045402,-8426.210000000003,-0.016852420000000007,0.3684210526315789,5,8844.0,156
AWK/AXP,-6733.913269401086,-1.4009032590245911,-9817.006702651559,-0.019634013405303116,0.41935483870967744,4,5602.0,156
BK/AIG,-8491.833518095744,-1.4954623601896826,-12012.533518095746,-0.02402506703619149,0.4375,16,31794.0,156
ALL/CFG,-14419.95772121176,-1.302841227489208,-23757.778610852158,-0.047515557221704315,0.4642857142857143,10,28291.0,156
