Date,Equity,DailyPnL,Window,Equity_Chained
2025-09-16,499931.506849315,-68.49315068493152,1,499931.506849315
2025-09-17,500274.5636986298,343.0568493148312,1,500274.5636986298
2025-09-18,502927.4450800059,2652.881381376064,1,502927.4450800059
2025-09-19,501077.6466298528,-1849.798450153088,1,501077.6466298528
2025-09-22,502271.6534791676,1194.006849314785,1,502271.6534791676
2025-09-23,501047.9503284825,-1223.703150685062,1,501047.9503284825
2025-09-24,501373.0571777974,325.1068493148778,1,501373.0571777974
2025-09-25,500166.7140271125,-1206.343150684959,1,500166.7140271125
2025-09-26,500091.8208764276,-74.8931506848894,1,500091.8208764276
2025-09-29,498188.3568202648,-1903.464056162746,1,498188.3568202648
2025-09-30,496387.7548597424,-1800.601960522472,1,496387.7548597424
2025-10-01,498247.8709844196,1860.116124677239,1,498247.8709844196
2025-10-02,498694.6578337345,446.786849314929,1,498694.6578337345
2025-10-03,500075.0746830497,1380.416849315166,1,500075.0746830497
2025-10-06,500171.7515323648,96.67684931505937,1,500171.7515323648
2025-10-07,493376.6583816797,-6795.093150685076,1,493376.6583816797
2025-10-08,493789.6552309948,412.9968493151246,1,493789.6552309948
2025-10-09,493721.1620803098,-68.49315068498254,1,493721.1620803098
2025-10-10,493652.6689296248,-68.49315068498254,1,493652.6689296248
2025-10-13,493584.1757789399,-68.49315068498254,1,493584.1757789399
2025-10-14,493515.6826282548,-68.49315068504075,1,493515.6826282548
2025-10-15,493414.9594775698,-100.7231506849639,1,493414.9594775698
2025-10-16,493293.1163268848,-121.8431506850175,1,493293.1163268848
2025-10-17,493192.1931761999,-100.9231506849173,1,493192.1931761999
2025-10-20,493288.320025515,96.12684931507101,1,493288.320025515
2025-10-21,493161.9168748299,-126.4031506850733,1,493161.9168748299
2025-10-23,499931.506849315,-68.49315068493152,2,493161.9168748299
2025-10-24,499863.01369863,-68.49315068498254,2,493093.4237241449
2025-10-27,499794.5205479451,-68.49315068498254,2,493024.93057346
2025-10-28,499726.0273972601,-68.49315068498254,2,492956.437422775
