Date,OOS_Equity,OOS_DailyPnL,Window,n_pairs,OOS_Equity_Chained
2025-08-08,499931.5068493149,-68.49315068509895,1,13,499931.5068493149
2025-08-11,500895.2908482177,963.7839989027707,1,13,500895.2908482177
2025-08-12,499096.1231863432,-1799.1676618744968,1,13,499096.1231863432
2025-08-13,500118.5837830206,1022.4605966774398,1,13,500118.5837830206
2025-08-14,497108.8460765226,-3009.73770649801,1,13,497108.8460765226
2025-08-15,495160.3591596865,-1948.4869168361183,1,13,495160.3591596865
2025-08-18,494982.874033637,-177.48512604949065,1,13,494982.874033637
2025-08-19,495203.8629441943,220.98891055729473,1,13,495203.8629441943
2025-08-20,494722.2304794098,-481.63246478448855,1,13,494722.2304794098
2025-08-21,490175.4750064807,-4546.7554729291005,1,13,490175.4750064807
2025-08-22,491854.0700319961,1678.5950255154166,1,13,491854.0700319961
2025-08-25,489797.5332575892,-2056.536774406908,1,13,489797.5332575892
2025-08-26,489949.7027417421,152.16948415286606,1,13,489949.7027417421
2025-08-27,488213.0511550244,-1736.6515867176931,1,13,488213.0511550244
2025-08-28,487500.0090355326,-713.0421194917872,1,13,487500.0090355326
2025-08-29,487857.4432443178,357.4342087851837,1,13,487857.4432443178
2025-09-02,487371.8200936328,-485.6231506849872,1,13,487371.8200936328
2025-09-03,487303.3269429478,-68.49315068498254,1,13,487303.3269429478
2025-09-04,486877.5537922629,-425.77315068489406,1,13,486877.5537922629
2025-09-05,486538.4751239442,-339.07866831868887,1,13,486538.4751239442
2025-09-08,487770.0206238237,1231.5454998794594,1,13,487770.0206238237
2025-09-09,486925.1269664441,-844.8936573796091,1,13,486925.1269664441
2025-09-10,486985.808971968,60.68200552393682,1,13,486985.808971968
2025-09-11,488305.2500638664,1319.441091898363,1,13,488305.2500638664
2025-09-12,488759.5170820795,454.26701821311144,1,13,488759.5170820795
2025-09-15,488933.247738168,173.73065608850447,1,13,488933.247738168
2025-09-17,499931.506849315,-68.49315068498254,2,13,488933.247738168
2025-09-18,498981.15369863,-950.3531506850268,2,13,487982.89458748297
2025-09-19,498639.305168111,-341.848530518997,2,13,487641.04605696397
2025-09-22,497495.3781776467,-1143.9269904642715,2,13,486497.1190664997
2025-09-23,496013.9250373213,-1481.4531403254368,2,13,485015.66592617426
2025-09-24,496959.2408425687,945.3158052474027,2,13,485960.98173142166
2025-09-25,498054.4947585166,1095.2539159479202,2,13,487056.2356473696
2025-09-26,498204.7156107578,150.2208522412111,2,13,487206.4564996108
2025-09-29,499078.1886260824,873.4730153245619,2,13,488079.92951493536
2025-09-30,496800.1280346832,-2278.060591399204,2,13,485801.86892353615
2025-10-01,498944.0936820097,2143.9656473265495,2,13,487945.8345708627
2025-10-02,500763.8205313244,1819.7268493146985,2,13,489765.5614201774
2025-10-03,502226.8173806393,1462.9968493148917,2,13,491228.5582694923
2025-10-06,505175.4842299542,2948.6668493148754,2,13,494177.22511880717
2025-10-07,503480.5610792697,-1694.92315068451,2,13,492482.30196812266
2025-10-08,504607.7479285843,1127.186849314603,2,13,493609.48881743726
2025-10-09,501867.4447778994,-2740.303150684864,2,13,490869.1856667524
2025-10-10,501778.4416272145,-89.00315068493364,2,13,490780.18251606746
2025-10-13,501709.9484765296,-68.49315068486612,2,13,490711.6893653826
