Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
LRCX/FMC,63429.47787933117,1.7252693575922267,-16988.83935656095,-0.0339776787131219,0.5,16,150721.0,156
KLAC/FISV,43437.322618723905,1.757094031319197,-11485.325458676954,-0.02297065091735391,0.5714285714285714,16,20982.0,156
KLAC/BR,38190.08739346709,2.3176395492067305,-14465.365794078061,-0.028930731588156122,0.6039603960396039,9,4082.0,156
STLD/PYPL,29859.726899827674,2.896653438560512,-2317.060000000005,-0.00463412000000001,0.5918367346938775,7,8961.0,156
AMAT/NRG,25385.459315524226,2.201097766872771,-6385.315414741632,-0.012770630829483263,0.5869565217391305,12,9641.0,156
LRCX/TRMB,20468.610663690357,1.2274041048597546,-11427.96933078656,-0.02285593866157312,0.5217391304347826,12,25400.0,156
VLO/PLTR,14726.936541001807,1.376342432256365,-7952.3477959006395,-0.015904695591801278,0.5178571428571429,12,10291.0,156
CVS/GDDY,14102.339933986606,1.2521242464991431,-8623.949999999997,-0.017247899999999993,0.5540540540540541,12,19599.0,156
AMAT/JKHY,7857.269393360966,0.4174339853458645,-14133.870000000003,-0.028267740000000006,0.5,19,17942.0,156
ODFL/TYL,5748.746543454039,0.8285750127171976,-6054.259999999998,-0.012108519999999998,0.41025641025641024,6,3814.0,104
ODFL/ADBE,5698.386873367726,0.6068984245117102,-6072.166511262445,-0.01214433302252489,0.6176470588235294,8,6724.0,156
UNH/ULTA,4315.589999999995,1.1444124000053855,-3674.0400000000072,-0.007348080000000015,0.5,3,736.0,156
STLD/INTU,4238.706472548689,0.4497816961158597,-8611.619999999984,-0.01722323999999997,0.49056603773584906,9,5592.0,156
CVS/PTC,4019.8038808443353,0.3521713762078073,-9216.70999999997,-0.01843341999999994,0.5344827586206896,14,23252.0,156
VLO/ICE,-8253.90523919261,-1.5355434505660808,-11726.48584224099,-0.02345297168448198,0.42424242424242425,8,6902.0,156
