Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
AMCR/INTU,119706.04538860105,1.4608799051360615,-8939.270000000004,-0.01787854000000001,0.7037037037037037,2,8390.0,156
CSCO/FMC,93300.8206703849,2.570928621311415,-16043.733100194891,-0.03208746620038978,0.5567010309278351,16,154118.0,156
BWA/PYPL,38519.32371273103,2.351440521878547,-12208.296259472387,-0.024416592518944773,0.6447368421052632,12,39494.0,156
AKAM/LOW,25460.09000000001,1.1763566805154055,-14242.83999999999,-0.02848567999999998,0.5833333333333334,5,6588.0,156
LRCX/HCA,21338.56508696289,1.926314158291151,-6066.240000000005,-0.01213248000000001,0.5714285714285714,8,4945.0,156
KLAC/REGN,15973.903748072535,2.253429969540376,-723.2928365494067,-0.0014465856730988135,0.7142857142857143,2,233.0,156
HUM/JKHY,15951.656370172605,1.149811058189113,-17520.883629827378,-0.03504176725965476,0.5238095238095238,9,7551.0,156
KLAC/LVS,13940.067206949265,1.057971355517489,-16191.147279121273,-0.03238229455824255,0.5471698113207547,16,25296.0,156
ON/CAG,10883.59051834229,0.953865490016493,-5880.049121574149,-0.011760098243148297,0.4642857142857143,8,20731.0,156
CSCO/IQV,10112.99213503884,0.8266761632449015,-10332.370573802425,-0.020664741147604852,0.38028169014084506,12,19131.0,156
ON/UHS,5770.610000000003,0.8231728897902616,-7107.939999999999,-0.014215879999999997,0.6086956521739131,7,9226.0,156
LRCX/TRMB,4377.390007364114,0.42253422432372567,-17252.459992635886,-0.03450491998527177,0.5660377358490566,10,17097.0,156
AMCR/MKTX,1776.6048651331475,0.15855300407664819,-16956.53628351949,-0.03391307256703898,0.5,10,113514.0,156
HUM/TYL,0.0,0.0,0.0,0.0,,0,0.0,0
AKAM/WYNN,-3388.0789717592984,-0.206679535373469,-14096.176113867848,-0.028192352227735695,0.48148148148148145,11,28412.0,156
