Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
NDSN/MSCI,14537.864216106293,1.2457667357088384,-6311.76998603882,-0.01262353997207764,0.5789473684210527,13,9213.0,156
AFL/ICE,3298.157297052127,0.5667411825260598,-4402.427423904247,-0.008804854847808494,0.4838709677419355,10,15586.0,156
L/AWK,1953.6974792555352,0.3334056582050595,-6269.970000000006,-0.012539940000000012,0.5135135135135135,13,20900.0,156
CINF/AWK,1822.038652514738,0.707906947907747,-3367.4172221889908,-0.006734834444377982,0.47058823529411764,7,7550.0,156
FOX/AWK,1663.3100000000122,0.5411876739832435,-2644.0599999999886,-0.005288119999999977,0.5652173913043478,7,14767.0,156
MAR/AME,1082.6636739851617,0.5949961668600386,-1191.1745537829684,-0.002382349107565937,0.6,1,916.0,156
ACGL/YUM,0.0,0.0,0.0,0.0,,0,0.0,156
ESS/ALL,0.0,0.0,0.0,0.0,,0,0.0,0
AIG/PEP,-62.017615534751314,-0.080826036779567,-879.2642163765566,-0.0017585284327531134,0.6363636363636364,3,3884.0,156
AEE/CNP,-668.9712036502516,-0.21308037189762963,-2200.4347959610627,-0.004400869591922126,0.47368421052631576,12,55704.0,156
CSCO/ALL,-2039.6401449275413,-0.782406539057994,-4042.4800000000005,-0.00808496,0.6,2,2998.0,156
CSX/AIG,-3689.220903823859,-1.933819410053548,-3782.010903823864,-0.007564021807647728,0.2727272727272727,3,9816.0,156
BK/ALL,-4403.714928084825,-1.5738303309078034,-7421.844928084832,-0.014843689856169663,0.25,6,7679.0,156
HLT/AIG,-5690.222202634606,-1.1122028527700167,-5832.416275073918,-0.011664832550147835,0.36,4,3334.0,156
CSCO/HST,-8306.012992432714,-1.1347270447408273,-15149.449999999979,-0.03029889999999996,0.36363636363636365,9,69139.0,156
