Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
WELL/AIG,4064.8456526630043,0.8652642793006569,-3995.9400000000014,-0.007991880000000003,0.4838709677419355,5,6551.0,156
AFL/RSG,902.156117758606,0.3897107676477755,-2700.730000000005,-0.00540146000000001,0.475,5,6920.0,156
ALL/DGX,0.0,0.0,0.0,0.0,,0,0.0,52
D/NSC,-37.80000000000069,-0.06855341817863764,-512.4999999999999,-0.0010249999999999999,0.5,1,888.0,156
ACGL/MCD,-206.20104698206654,-0.05974186649580656,-3224.656993011169,-0.006449313986022338,0.5277777777777778,10,11531.0,156
CSX/AIG,-638.5924501758326,-0.2930610066933535,-2425.853254396233,-0.0048517065087924655,0.42857142857142855,3,9225.0,156
ACGL/YUM,-1138.0308695652234,-0.5426306712198417,-2238.4231884058026,-0.004476846376811605,0.5555555555555556,2,2653.0,156
WFC/MMM,-4796.050000000003,-2.1618736146824693,-5484.78999999999,-0.01096957999999998,0.3333333333333333,3,4380.0,130
AFL/AVB,-5644.595788954091,-2.028124789443732,-7563.205788954094,-0.015126411577908188,0.375,4,5274.0,156
MSCI/NDSN,-6344.571737562837,-0.6451507805769271,-13681.1667071677,-0.027362333414335402,0.46153846153846156,9,5690.0,156
CFG/ALL,-7297.8231972926105,-0.8080339965915175,-13820.0890210703,-0.0276401780421406,0.42857142857142855,7,18524.0,156
CSCO/HST,-10742.362684028007,-3.613245374962554,-10742.362684028009,-0.021484725368056016,0.07692307692307693,4,29676.0,156
ALL/EQR,-11187.263926800995,-2.9661355659195374,-12377.102758727622,-0.024754205517455243,0.37142857142857144,9,18556.0,156
AIZ/AWK,-13355.020803000822,-1.3867114896392263,-21844.11854104142,-0.04368823708208284,0.44776119402985076,15,23020.0,156
HLT/AIG,-18158.784374137736,-2.5903518417714606,-18300.978446577057,-0.03660195689315411,0.3111111111111111,8,12658.0,156
