Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
JNJ/AIG,18947.619717761576,4.866831328571173,-670.9400000000023,-0.0013418800000000047,0.7407407407407407,4,4688.0,130
ACGL/DOV,4452.649559727663,0.929613293725425,-4130.642883699313,-0.008261285767398626,0.5555555555555556,3,5936.0,156
AIG/GILD,1134.5899999999833,0.6378177105259684,-4852.810000000006,-0.009705620000000012,0.36363636363636365,3,9377.0,26
CINF/AWK,992.4609346656575,0.29416820260823934,-3817.9903643351163,-0.007635980728670232,0.4827586206896552,5,8056.0,130
MDLZ/EW,9.998084291192527,0.00496995348559876,-1907.08325852947,-0.00381416651705894,0.7272727272727273,2,8200.0,156
TRV/DGX,0.0,0.0,0.0,0.0,,0,0.0,0
SLB/ACGL,0.0,0.0,0.0,0.0,,0,0.0,0
ACGL/YUM,0.0,0.0,0.0,0.0,,0,0.0,156
CNP/AEE,0.0,0.0,0.0,0.0,,0,0.0,156
NI/AEE,0.0,0.0,0.0,0.0,,0,0.0,156
AME/MAR,-420.8300000000002,-1.2709778186044847,-420.8300000000002,-0.0008416600000000005,0.0,1,1066.0,156
INCY/AWK,-2579.7994922182893,-0.21971337987634743,-12722.893409516071,-0.025445786819032142,0.5476190476190477,16,30677.0,156
AIG/DUK,-2820.044148160424,-0.6555614195787433,-5308.915521277464,-0.010617831042554928,0.3611111111111111,6,14319.0,156
AME/SNA,-6134.993517291658,-1.0851898117063639,-8773.513517291654,-0.017547027034583308,0.4090909090909091,9,11273.0,130
AFL/SPG,-13490.986733195426,-2.4540983310106803,-15632.32673319542,-0.03126465346639084,0.3918918918918919,11,17301.0,156
