Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
ON/BSX,48765.650000000016,3.1148077980590774,-5863.589999999996,-0.011727179999999992,0.576271186440678,8,18520.0,156
BWA/INTU,28173.78940895968,1.6178720647596263,-10414.110531981776,-0.02082822106396355,0.6,9,13513.0,156
STLD/CMCSA,27968.630000000005,4.395626618414182,-1953.9000000000033,-0.003907800000000006,0.6956521739130435,6,20006.0,156
AKAM/RMD,23874.430352723066,1.8126450333544617,-4976.763767452856,-0.009953527534905712,0.4722222222222222,7,9039.0,156
BWA/MKTX,21931.633875679177,3.183983870088539,-1887.180000000001,-0.0037743600000000018,0.6774193548387096,4,7294.0,156
NUE/PYPL,21547.649967133828,2.54415167403135,-5874.224067130399,-0.011748448134260799,0.5555555555555556,11,18543.0,156
AKAM/ULTA,21136.420000000013,1.5947812593067878,-7233.509999999998,-0.014467019999999997,0.5909090909090909,6,5276.0,156
ON/FMC,20576.70000000001,1.4791571829024368,-6183.299999999997,-0.012366599999999995,0.5,5,17019.0,156
CSCO/GIS,20300.54875951452,1.5570012803073687,-16881.57294254045,-0.0337631458850809,0.6476190476190476,16,59660.0,156
NUE/NFLX,15750.119999999995,1.7443683291170662,-4709.220000000005,-0.009418440000000009,0.59375,12,12448.0,156
CSCO/HII,13539.429626909521,1.1714787889291942,-20316.092906590027,-0.04063218581318005,0.5294117647058824,11,13304.0,156
KLAC/ISRG,12890.319434158326,1.3211727138961455,-9515.158039132319,-0.019030316078264636,0.6444444444444445,7,1584.0,156
LRCX/JKHY,11097.067165131975,0.8005582869089707,-20166.42713064269,-0.04033285426128538,0.52,5,4433.0,156
LRCX/CAG,7792.647355305933,0.7770727999848619,-11463.504860603156,-0.02292700972120631,0.5,12,62161.0,156
STLD/REGN,-1516.3807048033914,-0.23016113500682944,-8130.56741327744,-0.01626113482655488,0.4666666666666667,12,5918.0,156
