Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
ETR/AVB,13122.47389796309,2.25813713808106,-3995.8427252723113,-0.007991685450544623,0.6197183098591549,12,20062.0,156
L/AVB,5420.260519863588,2.2751525245820123,-1445.6599999999999,-0.0028913199999999997,0.6458333333333334,5,4062.0,156
AWK/PLD,3544.5587805934515,0.6922308704140947,-4870.32,-0.00974064,0.5909090909090909,14,19571.0,156
RJF/BLK,0.0,0.0,0.0,0.0,,0,0.0,0
RSG/AFL,-132.52706911923684,-0.08640639433624946,-1323.872698179404,-0.002647745396358808,0.4827586206896552,7,9634.0,156
BK/AIG,-627.4242494707136,-0.09706080493100122,-6053.519999999997,-0.012107039999999994,0.5,15,34563.0,156
ALL/SPG,-743.1207818141634,-0.6450558758113085,-2557.130000000001,-0.005114260000000002,0.5555555555555556,2,2338.0,26
ALL/CFG,-1795.2031247258174,-0.18556315819518834,-6987.180000000004,-0.013974360000000009,0.43243243243243246,5,15251.0,156
C/AIG,-4288.941819235221,-1.013450971698694,-6844.531819235227,-0.013689063638470453,0.35,4,7853.0,156
AIG/AVB,-4542.640000000009,-3.7254552379596735,-4542.640000000009,-0.009085280000000018,0.0,1,1005.0,52
C/GS,-5143.868104683059,-2.108587448982014,-5143.868104683059,-0.010287736209366117,0.4166666666666667,5,6696.0,130
ALL/EQR,-5679.187206740235,-0.7185609068083088,-14886.161935483866,-0.029772323870967732,0.48214285714285715,11,35326.0,104
ACGL/MCD,-8306.900407116562,-1.1270029675825795,-13264.41000000001,-0.026528820000000022,0.46296296296296297,10,23202.0,156
BK/AWK,-9831.51858407787,-1.4379104461222922,-9831.51858407787,-0.01966303716815574,0.4583333333333333,3,5870.0,156
AWK/AXP,-11808.616659965983,-1.825273532667127,-12719.803965291221,-0.025439607930582444,0.43902439024390244,8,10902.0,156
