Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
STLD/MKTX,29418.93399669486,2.3440362598283824,-10792.829999999994,-0.02158565999999999,0.5714285714285714,12,12704.0,156
ON/RMD,26174.820306639103,2.3290437138783187,-7130.998211691462,-0.014261996423382923,0.6545454545454545,13,19303.0,156
KLAC/LOW,24070.106815780124,1.1985355918788116,-12432.48,-0.02486496,0.5436893203883495,12,6824.0,156
ON/BSX,22335.05999999996,1.4119253548503894,-10513.100000000017,-0.021026200000000033,0.5714285714285714,9,24820.0,156
CSCO/MDT,15902.790255339101,2.6421177390884165,-3771.5699999999833,-0.0075431399999999664,0.64,6,9896.0,156
LRCX/CAG,10900.777386383776,0.897198119819878,-13897.134363586592,-0.027794268727173183,0.5217391304347826,13,77918.0,156
NUE/NFLX,8052.005805825241,2.0707770173175257,-2266.3499999999935,-0.004532699999999987,0.6046511627906976,10,8368.0,156
NUE/CME,7669.273904352818,1.3020570062889398,-6353.016864817567,-0.012706033729635134,0.5806451612903226,12,7208.0,156
FFIV/CPRT,7387.040000000001,0.9116261565301831,-10160.149999999994,-0.02032029999999999,0.5555555555555556,5,11311.0,156
LRCX/HII,6464.153877186542,0.5332622724268379,-15103.124585262818,-0.030206249170525636,0.4583333333333333,17,10318.0,156
STLD/INTU,5183.950733818488,0.5328373080084592,-6583.759999999998,-0.013167519999999997,0.45098039215686275,10,5994.0,156
CSCO/ISRG,3846.2399217246166,0.23086739593456948,-23559.34007827537,-0.04711868015655074,0.4406779661016949,10,12946.0,156
KLAC/ICE,2979.748198429418,0.3340026008382994,-13797.898853418461,-0.02759579770683692,0.5263157894736842,7,3260.0,156
BWA/TAP,2592.3213410584067,0.3385047641825532,-8414.847816225993,-0.016829695632451985,0.631578947368421,6,24511.0,156
BWA/SYK,-606.4147672955537,-0.03812258835604889,-23967.142681691934,-0.047934285363383865,0.5094339622641509,10,18903.0,156
