Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
KLAC/TRMB,91147.00358671923,3.683305575995336,-14292.475984762284,-0.02858495196952457,0.6220472440944882,16,40767.0,156
KLAC/NRG,41550.03292640075,3.491171154127679,-4967.821709409956,-0.009935643418819912,0.5833333333333334,10,10442.0,156
STLD/FMC,35461.4134882945,1.255352757118061,-28170.761344000337,-0.056341522688000675,0.5641025641025641,11,100709.0,156
STLD/INTU,23391.29951315415,1.9798587864289408,-6730.639999999992,-0.013461279999999983,0.5454545454545454,9,5729.0,156
MGM/JKHY,19575.988750443543,1.9252763656617933,-6400.5273591403,-0.012801054718280601,0.5306122448979592,19,48299.0,156
ODFL/NFLX,15533.861896784349,1.2993844765591678,-13374.044753294223,-0.026748089506588447,0.49019607843137253,10,12406.0,156
MGM/NEM,4456.699810056249,0.21334278788524186,-23100.80377922784,-0.04620160755845568,0.5,10,42276.0,156
VLO/PYPL,3922.0892387440763,0.5468433877436459,-4050.564449659707,-0.008101128899319413,0.475,6,12144.0,156
ODFL/MOS,3184.5176680635263,0.4208831551687679,-5958.632331936465,-0.01191726466387293,0.5428571428571428,7,26751.0,156
CVS/GPN,-1334.8599999999965,-0.24236270039822116,-6104.810000000007,-0.012209620000000013,0.4166666666666667,3,6113.0,156
UNH/ULTA,-2555.7210124351404,-0.5827065982670298,-6481.44,-0.01296288,0.36,5,1855.0,156
VLO/UHS,-2967.353050759102,-0.6576306949979228,-6565.163050759106,-0.013130326101518212,0.5,5,3814.0,156
PSX/ADBE,-3676.4725392944238,-0.5226623283621479,-11088.41999999999,-0.02217683999999998,0.47368421052631576,7,5769.0,156
CVS/FISV,-5745.47999999999,-0.4939357057505417,-14212.830000000004,-0.02842566000000001,0.75,3,6612.0,156
UNH/PLTR,-9435.953852932551,-1.2123929932169282,-13027.049999999996,-0.02605409999999999,0.35714285714285715,5,2491.0,156
