Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
INCY/AWK,13019.096153561739,1.6017237337855572,-4574.849999999994,-0.009149699999999988,0.6,9,15010.0,156
DOV/ACGL,2462.890000000001,1.1792754455473304,-1028.2399999999993,-0.0020564799999999986,0.5454545454545454,1,1974.0,156
CNP/AEE,701.5046025589443,0.29839755132355794,-1948.7799999999934,-0.0038975599999999866,0.4492753623188406,17,53905.0,156
AIG/ATO,99.09909929821512,0.13231912160485074,-2223.060232635251,-0.004446120465270502,0.4666666666666667,3,4310.0,26
AFL/SPG,0.0,0.0,0.0,0.0,,0,0.0,156
AME/MAR,-47.46999999998383,-1.2709778186044847,-47.46999999998383,-9.493999999996766e-05,0.0,1,1060.0,156
INCY/CINF,-282.81118734002325,-0.09405463270179938,-3655.3579880142265,-0.007310715976028453,0.5,2,3446.0,104
CINF/AWK,-878.0981662182905,-0.4338893181697841,-3587.669999999999,-0.007175339999999998,0.5652173913043478,4,6446.0,52
AIG/JNJ,-887.0222498328469,-0.2722160146628631,-5805.161882906996,-0.01161032376581399,0.4166666666666667,4,7015.0,156
AIG/GILD,-2088.640000000002,-1.5733528331910749,-3038.6900000000023,-0.006077380000000005,0.2,1,2516.0,130
AME/SNA,-3965.8767285187905,-0.5983360844492503,-7643.936728518782,-0.015287873457037564,0.4642857142857143,11,11038.0,156
MDLZ/CINF,-4125.611470282968,-1.0545869909624963,-6328.741470282968,-0.012657482940565937,0.47058823529411764,5,12011.0,156
ACGL/YUM,-6694.189999999998,-1.1693490674315734,-11743.36000000001,-0.02348672000000002,0.5238095238095238,2,6260.0,156
F/AWK,-8540.633054895552,-1.7351644872170535,-12932.803054895543,-0.025865606109791085,0.4166666666666667,7,50009.0,104
CSCO/HST,-10032.463687774056,-1.9392033299320774,-10688.675192426208,-0.021377350384852417,0.2972972972972973,9,59702.0,156
