Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
XOM/V,18444.966889312956,1.5830625471996884,-11311.150000000009,-0.02262230000000002,0.5578947368421052,13,17504.0,156
RSG/AFL,10194.578201196739,2.557279524168656,-2876.1399999999758,-0.005752279999999952,0.625,10,12620.0,156
EVRG/AVB,7951.9131650437685,1.7410206984175627,-2984.380000000001,-0.005968760000000002,0.6226415094339622,10,19528.0,156
ETR/AVB,5107.750747511329,0.7161105758241613,-6034.133511056003,-0.012068267022112006,0.5645161290322581,12,23156.0,156
C/GS,1616.0220347913269,0.9372540202015112,-1076.545112781945,-0.00215309022556389,0.6190476190476191,4,3546.0,156
TJX/AVB,715.5692361629258,0.19524350666970341,-3893.154389424381,-0.007786308778848762,0.4807692307692308,8,6996.0,156
CB/ACGL,-165.64999999999617,-0.12212903821756295,-1037.5599999999997,-0.0020751199999999993,0.42105263157894735,4,3288.0,156
MCD/ACGL,-550.8351222886147,-0.11697649246111329,-9544.123861843382,-0.019088247723686762,0.43902439024390244,8,13885.0,156
ALL/BK,-738.9113354644605,-0.13081519878027265,-7556.594095173194,-0.015113188190346388,0.4307692307692308,13,15344.0,156
ALL/GS,-3051.96782181128,-0.8887509943474432,-4399.720000000016,-0.008799440000000032,0.5789473684210527,5,2597.0,156
ALL/SPG,-3784.331156262274,-1.5347933925359367,-3784.331156262274,-0.007568662312524548,0.25,2,1526.0,156
AIG/HST,-4190.425978474411,-2.464409755699368,-4190.425978474411,-0.008380851956948822,0.2222222222222222,4,22694.0,156
CTRA/ACGL,-4982.070765731614,-1.1847127689004873,-8381.760765731606,-0.01676352153146321,0.42105263157894735,9,38714.0,130
ETR/AIG,-5338.2240183560125,-0.5670551877120266,-16028.57235713739,-0.03205714471427478,0.5,12,36349.0,156
JNJ/AIG,-9678.206085024758,-2.475126044534074,-12365.06322868263,-0.02473012645736526,0.225,5,8499.0,156
