Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
INCY/AWK,10123.395474250585,1.705232121778401,-3968.2800000000007,-0.00793656,0.6190476190476191,9,12888.0,156
CSX/AIG,2611.622618771738,0.5946269285158082,-4134.047381228265,-0.00826809476245653,0.4117647058823529,3,14030.0,156
CNP/AEE,2589.213253512341,1.0415689585317145,-1953.219999999992,-0.003906439999999984,0.47297297297297297,15,52738.0,156
CINF/AWK,2354.4690056477293,0.6427443341356764,-3351.599853381984,-0.006703199706763968,0.5,8,12335.0,156
AIG/JNJ,931.3200000000008,1.088734911534468,-816.2700000000043,-0.0016325400000000087,0.625,1,2158.0,78
INCY/CINF,223.9915550284108,0.06907332476067223,-3439.2278768961814,-0.006878455753792363,0.5454545454545454,2,2833.0,104
AME/MAR,209.74000000000876,0.16619387879254094,-1025.379999999992,-0.002050759999999984,0.5,1,1128.0,156
YUM/ACGL,0.0,0.0,0.0,0.0,,0,0.0,156
F/AWK,0.0,0.0,0.0,0.0,,0,0.0,0
WMB/DGX,-188.02000000000953,-0.13476566835134574,-1634.600000000003,-0.0032692000000000064,0.6666666666666666,2,4782.0,130
MDLZ/CINF,-460.3300000000031,-0.834488543341322,-1369.829999999996,-0.0027396599999999923,0.5,1,1402.0,52
CME/DE,-1095.6599999999912,-0.36988025283964776,-2585.1800000000067,-0.005170360000000014,0.36363636363636365,1,666.0,156
CSCO/HST,-4732.7222061191505,-0.9875249000581092,-9445.210000000008,-0.018890420000000015,0.35,3,15740.0,156
AIG/GILD,-5755.4238018352835,-2.626381655048791,-7277.883801835291,-0.014555767603670581,0.35714285714285715,4,9896.0,78
PRU/DTE,-11027.996167904037,-1.1624881773310216,-18365.99181974474,-0.03673198363948948,0.4861111111111111,14,37458.0,156
