Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
DOV/ACGL,2959.540000000001,1.1793304279840264,-1235.4899999999993,-0.0024709799999999985,0.5454545454545454,1,2372.0,156
AIG/JNJ,252.89999999998713,0.7247444037156373,-616.950000000001,-0.001233900000000002,0.5,1,1281.0,26
SLB/ACGL,0.0,0.0,0.0,0.0,,0,0.0,0
ACGL/YUM,0.0,0.0,0.0,0.0,,0,0.0,156
CNP/AEE,0.0,0.0,0.0,0.0,,0,0.0,156
AFL/SPG,0.0,0.0,0.0,0.0,,0,0.0,156
AME/SNA,0.0,0.0,0.0,0.0,,0,0.0,0
AME/MAR,-185.9699999999976,-1.2709778186044856,-185.9699999999976,-0.00037193999999999525,0.0,1,1354.0,156
MS/AWK,-351.64797254569703,-0.03949901077396022,-10419.939999999964,-0.02083987999999993,0.46835443037974683,16,20399.0,130
INCY/CINF,-404.75388226480914,-0.10741047029761597,-4578.229178475553,-0.009156458356951107,0.5,2,4258.0,104
CINF/AWK,-1823.916024596415,-0.6175591424855799,-4313.2,-0.0086264,0.5,5,9580.0,78
MDLZ/CINF,-3386.340000000002,-0.8105927045984338,-6034.519999999992,-0.012069039999999984,0.48148148148148145,4,11130.0,130
AME/AIG,-3404.6637626517495,-0.4381025214297814,-9039.278904705752,-0.018078557809411505,0.5,4,8740.0,156
INCY/AWK,-10546.116579920772,-2.7987800572437265,-10624.17657992077,-0.02124835315984154,0.4166666666666667,9,19074.0,104
AIG/GILD,-16615.175955391576,-1.6475199359058994,-24014.880000000045,-0.04802976000000009,0.44642857142857145,11,39303.0,130
