Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
LRCX/RMD,29878.074683432067,3.046258262861633,-3727.1888293760376,-0.007454377658752075,0.631578947368421,8,5843.0,156
ON/BSX,25156.389999999978,1.5731264769750901,-10581.590000000015,-0.021163180000000028,0.5789473684210527,9,24897.0,156
CSCO/ICE,22933.01690249138,2.9379081303685535,-3963.0000000000077,-0.007926000000000015,0.5909090909090909,6,8917.0,156
ON/CAG,22705.006880651352,2.1551981550451385,-6559.150000000005,-0.01311830000000001,0.575,8,36235.0,156
BWA/INTU,22026.78206349208,1.2878206424370073,-9832.361282731028,-0.019664722565462055,0.6041666666666666,9,12629.0,156
BWA/MKTX,18939.317517921638,2.8690219067466685,-1894.9100000000008,-0.0037898200000000015,0.6451612903225806,4,7183.0,156
NUE/PYPL,17943.89416657886,2.2607384934804933,-5569.757445071609,-0.01113951489014322,0.5471698113207547,8,14697.0,156
STLD/NFLX,17680.280270128034,2.090457454379848,-5530.499729871966,-0.011060999459743932,0.5714285714285714,10,11664.0,156
AKAM/ULTA,16639.30999999999,1.2964438793519364,-7056.689999999993,-0.014113379999999986,0.5238095238095238,5,4764.0,156
STLD/ISRG,16422.03000000002,1.5557465726306507,-10517.220000000001,-0.02103444,0.6046511627906976,7,3906.0,156
KLAC/CLX,13884.076470044329,1.6072766689308213,-7886.987179879396,-0.015773974359758792,0.5490196078431373,8,7102.0,156
CSCO/TAP,9745.68778628908,1.1762411947744367,-5717.89203131014,-0.01143578406262028,0.5833333333333334,8,19046.0,156
AKAM/REGN,7340.3992446125885,0.6871022951325929,-13400.590000000006,-0.02680118000000001,0.5254237288135594,8,11461.0,156
NUE/CME,4440.50847561532,0.7823453403361079,-6335.723136035154,-0.012671446272070308,0.5384615384615384,10,5822.0,156
LRCX/HII,-4914.540751046562,-0.5255765720938407,-16826.51430106214,-0.03365302860212428,0.4444444444444444,17,10345.0,156
