pair_key,s1,s2,param_set,pair_pnl,pair_sharpe,run_sharpe,dsr_pvalue,n_trades,window_idx,train_end
ON/BSX,ON,BSX,aggressive,3167.029999999994,0.3021400413147143,0.3097664453752947,0.9994014553085832,32,1,2025-10-06
ON/TRMB,ON,TRMB,aggressive,-54.47000000000071,-0.007101170120409142,0.3097664453752947,0.013039625923035699,34,1,2025-10-06
LRCX/HCA,LRCX,HCA,aggressive,-2843.073919967506,-0.28270601752588104,0.3097664453752947,1.0271145952656235e-09,28,1,2025-10-06
LRCX/REGN,LRCX,REGN,aggressive,1361.534067193918,0.12431032963268163,0.3097664453752947,0.6235775462027373,34,1,2025-10-06
CSCO/JKHY,CSCO,JKHY,aggressive,-749.9521592217841,-0.14682749488462774,0.3097664453752947,1.6065536808876205e-08,34,1,2025-10-06
CSCO/ISRG,CSCO,ISRG,aggressive,4201.755965535397,0.8341175990436815,0.3097664453752947,0.9999999999999994,30,1,2025-10-06
NUE/INTU,NUE,INTU,aggressive,1104.841944614045,0.13003068391228442,0.3097664453752947,0.6562109922923659,30,1,2025-10-06
NUE/TYL,NUE,TYL,aggressive,7953.577572117421,0.8227078428560585,0.3097664453752947,0.999999999993955,28,1,2025-10-06
STLD/MKTX,STLD,MKTX,aggressive,8539.472386221827,1.0758956666191624,0.3097664453752947,1.0,26,1,2025-10-06
STLD/ROP,STLD,ROP,aggressive,-2618.024276687699,-0.5219303627717029,0.3097664453752947,6.636586625080728e-18,26,1,2025-10-06
BWA/PYPL,BWA,PYPL,aggressive,2462.358225935839,0.27987794564113566,0.3097664453752947,0.9982117595572315,28,1,2025-10-06
BWA/EQT,BWA,EQT,aggressive,-1137.479764878555,-0.14942709843200985,0.3097664453752947,7.44205406778859e-08,30,1,2025-10-06
FFIV/VLTO,FFIV,VLTO,aggressive,373.9527941722358,0.0791327908807715,0.3097664453752947,0.2874378245919186,32,1,2025-10-06
FFIV/UBER,FFIV,UBER,aggressive,4995.059999999995,0.4986260722881324,0.3097664453752947,0.9999969418763123,28,1,2025-10-06
KLAC/LOW,KLAC,LOW,aggressive,10377.54008110044,1.3036049254275621,0.3097664453752947,0.9999999999999999,30,1,2025-10-06
ON/BSX,ON,BSX,kalman_aggressive,55.72000000002618,0.0062194838807077,0.0786239506368058,0.02481175971355531,36,1,2025-10-06
ON/TRMB,ON,TRMB,kalman_aggressive,-4093.470000000002,-0.6366071234478972,0.0786239506368058,2.88297587602006e-22,36,1,2025-10-06
LRCX/HCA,LRCX,HCA,kalman_aggressive,-4195.871399874084,-0.44185660340748545,0.0786239506368058,9.108100735352898e-11,28,1,2025-10-06
LRCX/REGN,LRCX,REGN,kalman_aggressive,3198.773994670762,0.2968346320420946,0.0786239506368058,0.9993027590457283,36,1,2025-10-06
CSCO/JKHY,CSCO,JKHY,kalman_aggressive,-857.1735640954935,-0.19759830008138757,0.0786239506368058,2.2359478951155695e-12,34,1,2025-10-06
