Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
HAS/YUM,16819.050511695543,3.0099884947821467,-1982.48948830449,-0.0039649789766089795,0.631578947368421,15,32815.0,144
AON/KKR,6500.527180045094,1.2792840418728222,-5045.050800020095,-0.01009010160004019,0.56,16,19367.0,144
EXR/WY,4044.414650306736,1.4009307534141135,-1977.2181226993957,-0.003954436245398791,0.5172413793103449,10,38732.0,144
HWM/ROP,3086.201113671032,0.6912252322309873,-3336.4349746826238,-0.0066728699493652475,0.5102040816326531,34,11484.0,144
AON/BR,1965.5254930897809,0.45368849618458784,-6940.628026500696,-0.013881256053001393,0.631578947368421,23,18610.0,144
BSX/PFE,1078.7682298850705,0.1976591700251514,-5598.561770114939,-0.011197123540229876,0.36363636363636365,5,28798.0,144
AIG/NTRS,272.26000000000545,0.3109177237598231,-2393.6699999999887,-0.004787339999999978,0.42857142857142855,4,6794.0,48
DUK/PPL,-813.8623399627172,-0.28881096791006644,-4653.589836264495,-0.00930717967252899,0.5490196078431373,16,53478.0,144
CME/DE,-1189.1726661100024,-0.5466659661683945,-4085.2325879330488,-0.008170465175866098,0.46153846153846156,7,3704.0,144
AAPL/CINF,-1829.4225336497827,-0.7701115708884337,-3522.826914067032,-0.007045653828134064,0.36363636363636365,5,3884.0,144
AIG/PFG,-3233.371931426189,-1.036278993726057,-5545.070710329125,-0.01109014142065825,0.45,9,20106.0,120
AKAM/MSFT,-3760.766713713705,-0.3929060742916978,-16036.706713713726,-0.03207341342742745,0.5454545454545454,11,14688.0,144
CINF/FISV,-5300.030679334644,-0.7136202068581878,-11749.904770961375,-0.02349980954192275,0.46,22,47327.0,144
APO/MCO,-5921.211606339555,-0.9496281116676336,-8915.731855811126,-0.01783146371162225,0.5161290322580645,22,19808.0,144
AIG/CFG,-12300.18373089984,-3.133111882848752,-12642.83373089984,-0.02528566746179968,0.4166666666666667,13,37413.0,120
