Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
FSLR/RSG,13617.398569156172,1.496956981312179,-6934.633046524776,-0.01386926609304955,0.5714285714285714,24,18082.0,144
AON/MCK,9809.835353385723,3.1310025350153805,-972.7700000000021,-0.0019455400000000043,0.8095238095238095,13,5280.0,144
CHD/HON,5271.779090000018,1.405470940781568,-4561.690000000005,-0.00912338000000001,0.5714285714285714,21,29847.0,144
CINF/FMC,4438.400233409418,0.7458966335541751,-6167.672134294986,-0.012335344268589971,0.4473684210526316,28,108042.0,144
EFX/MMM,548.7843676987859,0.14385436029298046,-6233.675632301209,-0.012467351264602418,0.47368421052631576,7,6598.0,144
TXT/YUM,0.0,0.0,0.0,0.0,,0,0.0,0
CI/MTD,-608.6542981405697,-0.15169733389207987,-4804.119999999989,-0.009608239999999978,0.4864864864864865,24,6397.0,144
BAX/IDXX,-1864.1599999999971,-0.35541892412440607,-11077.130000000006,-0.022154260000000012,0.5151515151515151,18,100558.0,144
DLR/PRU,-2738.329039288786,-1.1245963921111937,-5393.021155721268,-0.010786042311442536,0.45454545454545453,5,10657.0,144
HAS/PFE,-3100.614961361645,-0.6181562975772853,-8447.66000000001,-0.016895320000000023,0.39285714285714285,13,63450.0,144
PFG/YUM,-5569.299183114065,-1.414250362948301,-8738.419183114065,-0.01747683836622813,0.46511627906976744,20,35816.0,144
CI/LVS,-6482.03001618214,-1.428444515714556,-10546.108739655861,-0.021092217479311722,0.3684210526315789,15,24989.0,120
AON/GEN,-8501.355130175805,-2.2216708272126406,-8905.538646160234,-0.017811077292320468,0.32,17,68337.0,144
HRL/MKC,-8679.45307529975,-1.6981429860751112,-10874.4630035162,-0.0217489260070324,0.5,20,113385.0,144
AKAM/YUM,-15212.871483775047,-1.675201072703277,-21600.922543430355,-0.04320184508686071,0.36,14,28282.0,144
