Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
BSX/PFE,12479.740000000022,1.8395118422612904,-966.5500000000004,-0.0019331000000000007,0.5454545454545454,5,24338.0,144
CSCO/PAYC,7221.506212323842,1.4939897157413389,-4692.460000000006,-0.009384920000000014,0.6111111111111112,10,18144.0,144
HAS/YUM,5771.764185657398,1.1631470451126442,-3826.173241977782,-0.007652346483955564,0.5,10,22500.0,144
EXR/WY,4471.950510798916,1.7743387631420937,-1489.3048553155804,-0.002978609710631161,0.5789473684210527,7,29442.0,144
AON/KKR,2113.305658622291,0.6882227056290494,-3709.999741053615,-0.007419999482107229,0.6521739130434783,16,16856.0,144
RTX/SNA,403.7310390702319,0.6511803671080051,-475.7000000000014,-0.0009514000000000029,0.75,5,1649.0,144
CME/DE,-1078.3857891967687,-0.5355085074435076,-3767.7629631392983,-0.007535525926278597,0.46153846153846156,7,3426.0,144
AIG/CFG,-1215.1803574220983,-0.38723845237397264,-2958.038928850655,-0.00591607785770131,0.5161290322580645,14,34401.0,144
BIIB/HCA,-1416.5979936784915,-0.2664469228225974,-10039.107993678495,-0.02007821598735699,0.47058823529411764,23,11525.0,144
ATO/PCG,-2388.010049793409,-0.7015316612677363,-5386.767089001281,-0.010773534178002564,0.42424242424242425,18,97478.0,144
CDNS/PTC,-4774.4000000000015,-2.148631396604893,-4816.390000000001,-0.009632780000000002,0.4,5,4640.0,144
TXT/YUM,-5046.190738264295,-1.2501919424338646,-9992.901787875531,-0.01998580357575106,0.4594594594594595,16,23405.0,144
UNP/VLTO,-6113.5028160850325,-1.271682112873008,-9714.278620757696,-0.01942855724151539,0.5555555555555556,16,20113.0,144
AIG/L,-8312.664573564494,-2.332413538565083,-8312.664573564494,-0.016625329147128987,0.4,22,43515.0,144
AKAM/KEYS,-13472.359999999975,-1.8685971884427195,-14611.479999999983,-0.029222959999999968,0.4166666666666667,12,15387.0,144
