Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
EXR/WY,5628.863079754591,1.9595284581636652,-1858.0017791411137,-0.0037160035582822276,0.5625,10,40363.0,144
BIIB/HCA,5018.54924513022,1.5524684865037808,-3826.3600000000024,-0.007652720000000005,0.5263157894736842,31,11173.0,144
BSX/PFE,4675.288298850581,0.9470731750636459,-3808.181701149421,-0.007616363402298842,0.48148148148148145,11,48056.0,144
HAS/YUM,2806.607019758426,1.0557346980629287,-2020.0300000000016,-0.004040060000000003,0.5555555555555556,7,14305.0,120
HWM/ROP,379.9233524526651,0.07896301241437685,-6116.147419094432,-0.012232294838188863,0.4782608695652174,31,10711.0,144
AKAM/MSFT,-1433.715003003003,-0.14836936791226638,-15144.765003003013,-0.030289530006006024,0.5454545454545454,12,15723.0,144
DUK/PPL,-1440.365156828273,-0.4589512530993035,-3827.388865919194,-0.007654777731838387,0.5230769230769231,15,61956.0,144
AON/KKR,-1771.1083395387195,-0.46358759606236444,-5564.466483343764,-0.011128932966687528,0.5238095238095238,13,15920.0,144
AON/BR,-1921.5541399371905,-0.4243233171996289,-8282.728193773522,-0.016565456387547046,0.5384615384615384,24,18420.0,144
AIG/PFG,-3241.721220347671,-1.256312287232582,-5149.411220347671,-0.010298822440695342,0.35714285714285715,8,16712.0,120
CINF/FISV,-4405.957602367134,-1.643416717074685,-5288.736345866452,-0.010577472691732905,0.44,11,20652.0,120
AAPL/CINF,-7454.251401892938,-2.0851705933623528,-9036.291755769449,-0.018072583511538898,0.3333333333333333,10,9895.0,144
CME/DE,-10391.762928782073,-2.089565615763748,-12750.746310066368,-0.025501492620132737,0.35294117647058826,10,5546.0,144
AIG/CFG,-10804.204426230643,-2.8140963807461388,-11045.814426230649,-0.022091628852461298,0.358974358974359,12,32304.0,144
APO/MCO,-15991.932099379781,-2.1944360507709697,-16181.23209937978,-0.03236246419875956,0.4117647058823529,20,20467.0,144
