Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
AON/KKR,7872.538086212532,1.5402483035110912,-4069.1424992467796,-0.00813828499849356,0.5862068965517241,17,18977.0,150
EXR/WY,5709.0046467517095,1.9501153296907625,-1855.1690269375254,-0.0037103380538750508,0.5714285714285714,11,47008.0,150
ACGL/USB,5473.900000000005,2.3200124475768473,-1047.7999999999965,-0.002095599999999993,0.7,5,12986.0,150
CL/PM,2918.062840691129,1.2341519320179075,-1446.4099999999967,-0.0028928199999999934,0.5660377358490566,32,25179.0,150
BSX/PFE,906.1296015325897,0.085078715593866,-11484.780000000004,-0.022969560000000007,0.5,13,58682.0,150
HAS/YUM,-157.0429204467905,-0.03063872859370799,-4684.559999999969,-0.009369119999999937,0.45,12,25980.0,150
AIG/PFG,-417.8955397898035,-0.12021170571542406,-5477.318315073677,-0.010954636630147353,0.48,13,26322.0,150
CME/DE,-1290.4529502024243,-0.490207247961603,-5037.8409129226475,-0.010075681825845294,0.4666666666666667,8,3998.0,150
DUK/PPL,-1908.7144864216843,-0.679417782949723,-3643.2500000000173,-0.007286500000000034,0.5166666666666667,14,48440.0,150
AON/BR,-3872.1028865069857,-1.3156671481856643,-7331.274278033507,-0.014662548556067013,0.5405405405405406,23,16999.0,150
BKR/WMB,-4439.866319205534,-0.9284576251514914,-6792.684744999171,-0.013585369489998342,0.4117647058823529,15,38675.0,150
AIG/CFG,-5825.506860978737,-1.0889004738943293,-11153.303075264452,-0.022306606150528905,0.4264705882352941,15,38111.0,150
CINF/FISV,-11134.037402204589,-1.6829356112962093,-14016.23231821871,-0.02803246463643742,0.40816326530612246,22,42002.0,150
AKAM/MSFT,-11943.155003002998,-1.586599332119831,-14196.305003003,-0.028392610006006,0.47058823529411764,8,9258.0,150
APO/MCO,-14319.85787368433,-2.2659843559424573,-14509.157873684331,-0.029018315747368663,0.4146341463414634,20,18533.0,150
