pair_key,s1,s2,param_set,pair_pnl,pair_sharpe,run_sharpe,dsr_pvalue,n_trades,window_idx,train_end
AWK/FOX,AWK,FOX,medium_signal_high_leverage,7103.835656276916,0.3170385717028157,2.5232799697195274,0.9997313524136264,38,1,2025-08-14
CL/WST,CL,WST,medium_signal_high_leverage,15777.9009019061,1.3605377591205148,2.5232799697195274,0.9999999975384941,34,1,2025-08-14
MSCI/MTB,MSCI,MTB,medium_signal_high_leverage,8592.486726035128,0.6155055983364832,2.5232799697195274,0.99987422804621,40,1,2025-08-14
MKTX/WST,MKTX,WST,medium_signal_high_leverage,39597.30917557742,2.0984598410737716,2.5232799697195274,0.9999999993894496,44,1,2025-08-14
AWK/STLD,AWK,STLD,medium_signal_high_leverage,32598.54880832323,1.1781911404195928,2.5232799697195274,0.9999999982062372,48,1,2025-08-14
F/PG,F,PG,medium_signal_high_leverage,14647.12787916487,0.907952951061088,2.5232799697195274,0.9999999999971366,48,1,2025-08-14
FSLR/WST,FSLR,WST,medium_signal_high_leverage,284.3963430488948,0.006962382824500138,2.5232799697195274,0.026785323881157275,48,1,2025-08-14
MTCH/NVR,MTCH,NVR,medium_signal_high_leverage,41330.86642973297,1.7226270460830264,2.5232799697195274,0.9999475793328901,48,1,2025-08-14
AWK/EXPD,AWK,EXPD,medium_signal_high_leverage,12465.54586121677,0.9126654886387947,2.5232799697195274,0.9999999954520981,38,1,2025-08-14
ETR/MKTX,ETR,MKTX,medium_signal_high_leverage,76382.75665807814,1.4358523859682177,2.5232799697195274,0.9893074076150906,52,1,2025-08-14
GRMN/KO,GRMN,KO,medium_signal_high_leverage,20782.80319307999,1.0938750018217436,2.5232799697195274,0.9999999370717785,40,1,2025-08-14
HII/PG,HII,PG,medium_signal_high_leverage,13262.76660067749,0.7787044649870866,2.5232799697195274,0.9999999999999997,34,1,2025-08-14
CL/GD,CL,GD,medium_signal_high_leverage,8788.681350214489,0.8149319130090064,2.5232799697195274,0.999999997001864,50,1,2025-08-14
GIS/HUBB,GIS,HUBB,medium_signal_high_leverage,-6896.432206746766,-0.49696732304298485,2.5232799697195274,2.40694332301595e-15,54,1,2025-08-14
PG/RTX,PG,RTX,medium_signal_high_leverage,6679.379539480187,0.4751675522645601,2.5232799697195274,0.999999785461452,46,1,2025-08-14
AWK/FOX,AWK,FOX,stable_signal_quick_exit,-5502.26010251634,-0.5027965298871121,2.3947934632444148,1.5439395165670115e-09,34,1,2025-08-14
CL/WST,CL,WST,stable_signal_quick_exit,1174.028838091652,0.18749795580914982,2.3947934632444148,0.9279673906804939,30,1,2025-08-14
MSCI/MTB,MSCI,MTB,stable_signal_quick_exit,4651.862546241263,0.5087349780579697,2.3947934632444148,0.9999788621809516,40,1,2025-08-14
MKTX/WST,MKTX,WST,stable_signal_quick_exit,18603.67541001637,1.8204025300861608,2.3947934632444148,0.999999928160459,30,1,2025-08-14
AWK/STLD,AWK,STLD,stable_signal_quick_exit,21526.79901895675,1.7446737957393725,2.3947934632444148,0.9999999998701158,44,1,2025-08-14
F/PG,F,PG,stable_signal_quick_exit,15718.98039832601,1.6441540487154958,2.3947934632444148,0.9999999999919249,44,1,2025-08-14
FSLR/WST,FSLR,WST,stable_signal_quick_exit,16398.59517147188,0.570819900102288,2.3947934632444148,0.9997835846726004,40,1,2025-08-14
MTCH/NVR,MTCH,NVR,stable_signal_quick_exit,26128.54943493841,1.7660526327522266,2.3947934632444148,0.9998144842526219,34,1,2025-08-14
AWK/EXPD,AWK,EXPD,stable_signal_quick_exit,6983.075513442737,0.9348700104996277,2.3947934632444148,0.9999992067978641,30,1,2025-08-14
ETR/MKTX,ETR,MKTX,stable_signal_quick_exit,42651.09954346272,1.2941380297621679,2.3947934632444148,0.9849492860365665,40,1,2025-08-14
GRMN/KO,GRMN,KO,stable_signal_quick_exit,5201.687700221413,0.519347671627318,2.3947934632444148,0.9998585687423351,36,1,2025-08-14
HII/PG,HII,PG,stable_signal_quick_exit,2132.506911037964,0.20580977222666072,2.3947934632444148,0.9639590367844871,36,1,2025-08-14
CL/GD,CL,GD,stable_signal_quick_exit,8509.860031651548,1.2086161011938499,2.3947934632444148,0.9999999997219503,44,1,2025-08-14
GIS/HUBB,GIS,HUBB,stable_signal_quick_exit,3194.647473011452,0.3975201084244894,2.3947934632444148,0.9997417077100212,44,1,2025-08-14
PG/RTX,PG,RTX,stable_signal_quick_exit,5373.4730785222,0.569155842715658,2.3947934632444148,0.9999997328384685,44,1,2025-08-14
AWK/FOX,AWK,FOX,vol_gated,-7566.339159986309,-0.5788600533475591,2.3916320593567786,2.4193615413812716e-08,52,1,2025-08-14
CL/WST,CL,WST,vol_gated,13409.51292432318,1.5248462111937593,2.3916320593567786,0.9999999999861627,46,1,2025-08-14
MSCI/MTB,MSCI,MTB,vol_gated,7943.774003580978,0.9215772598315556,2.3916320593567786,0.9998332522977198,48,1,2025-08-14
MKTX/WST,MKTX,WST,vol_gated,22565.81518218259,1.8217777484456612,2.3916320593567786,0.9999999999664391,58,1,2025-08-14
AWK/STLD,AWK,STLD,vol_gated,27718.97705336315,1.7169346945100181,2.3916320593567786,0.999999971551811,60,1,2025-08-14
F/PG,F,PG,vol_gated,10813.42567875525,1.1591461010973971,2.3916320593567786,0.999999999999761,50,1,2025-08-14
FSLR/WST,FSLR,WST,vol_gated,15647.81110858704,0.5999906507917909,2.3916320593567786,0.998883525032923,56,1,2025-08-14
MTCH/NVR,MTCH,NVR,vol_gated,27063.19117327618,1.7420658648214085,2.3916320593567786,0.999960486640346,58,1,2025-08-14
AWK/EXPD,AWK,EXPD,vol_gated,6751.254398176114,0.7478219912918154,2.3916320593567786,0.9999999994634252,46,1,2025-08-14
ETR/MKTX,ETR,MKTX,vol_gated,41435.25013898653,1.2618052922289513,2.3916320593567786,0.9848521389418613,54,1,2025-08-14
GRMN/KO,GRMN,KO,vol_gated,29555.72555076309,1.8822623894779935,2.3916320593567786,0.9999976695368321,54,1,2025-08-14
HII/PG,HII,PG,vol_gated,3186.196546670693,0.33821270178634577,2.3916320593567786,0.9999957706149925,36,1,2025-08-14
CL/GD,CL,GD,vol_gated,1254.329605683999,0.17258723809880705,2.3916320593567786,0.9078177259065319,56,1,2025-08-14
GIS/HUBB,GIS,HUBB,vol_gated,-12767.69140294749,-1.0239353367033173,2.3916320593567786,5.947715781039614e-15,74,1,2025-08-14
