pair_key,s1,s2,param_set,pair_pnl,pair_sharpe,run_sharpe,dsr_pvalue,n_trades,window_idx,train_end
HAS/YUM,HAS,YUM,aggressive,33128.87637441819,1.8319292828466491,0.6391982014815604,0.9999998925743777,74,1,2025-11-17
EXR/WY,EXR,WY,aggressive,3597.694697560047,0.2368161295611726,0.6391982014815604,0.9934966411343218,70,1,2025-11-17
AON/KKR,AON,KKR,aggressive,-3459.076354949911,-0.16793271431989398,0.6391982014815604,9.579587416160256e-07,72,1,2025-11-17
DUK/PPL,DUK,PPL,aggressive,10651.89266732179,1.6973820418235164,0.6391982014815604,1.0,60,1,2025-11-17
AKAM/MSFT,AKAM,MSFT,aggressive,18893.52741107252,1.8076885810465833,0.6391982014815604,1.0,70,1,2025-11-17
CME/DE,CME,DE,aggressive,11194.0704010309,0.7655515453424464,0.6391982014815604,0.9999999999999976,68,1,2025-11-17
AON/BR,AON,BR,aggressive,3621.943860220912,0.44342883822353013,0.6391982014815604,0.9999999982244889,60,1,2025-11-17
AIG/CFG,AIG,CFG,aggressive,-5502.937594991396,-0.35654669434917646,0.6391982014815604,1.50378085939143e-14,90,1,2025-11-17
BSX/PFE,BSX,PFE,aggressive,18606.82057564978,0.8752079065124041,0.6391982014815604,1.0,76,1,2025-11-17
AIG/NTRS,AIG,NTRS,aggressive,-7296.604665118204,-0.41262256595440183,0.6391982014815604,1.1364046742200069e-22,88,1,2025-11-17
APO/MCO,APO,MCO,aggressive,17690.5394189047,1.4404156818562728,0.6391982014815604,1.0,68,1,2025-11-17
HWM/ROP,HWM,ROP,aggressive,8088.797263755475,0.5261664806286819,0.6391982014815604,0.9999999981539437,78,1,2025-11-17
CINF/FISV,CINF,FISV,aggressive,-29747.57554939054,-1.548713490383985,0.6391982014815604,3.6689745825293305e-08,80,1,2025-11-17
AAPL/CINF,AAPL,CINF,aggressive,5039.914742076251,0.27289658541190237,0.6391982014815604,0.9989168433480483,78,1,2025-11-17
CL/PM,CL,PM,aggressive,-15980.6123872809,-0.9338681753941863,0.6391982014815604,2.3611558885017027e-11,82,1,2025-11-17
HAS/YUM,HAS,YUM,stable_signal_quick_exit,19493.59187730784,2.1815879553405084,0.480816195606504,0.999999984367109,40,1,2025-11-17
EXR/WY,EXR,WY,stable_signal_quick_exit,2371.255232276286,0.3421359764169778,0.480816195606504,0.9999920464738998,38,1,2025-11-17
AON/KKR,AON,KKR,stable_signal_quick_exit,737.5198139459817,0.075574903133351,0.480816195606504,0.2512459401610284,38,1,2025-11-17
DUK/PPL,DUK,PPL,stable_signal_quick_exit,3658.751971985411,1.0166316691822723,0.480816195606504,0.9999999999409795,40,1,2025-11-17
AKAM/MSFT,AKAM,MSFT,stable_signal_quick_exit,5326.528772448873,1.282496265354583,0.480816195606504,0.9999999999995892,32,1,2025-11-17
CME/DE,CME,DE,stable_signal_quick_exit,11118.88887857754,1.4153492714758893,0.480816195606504,0.9999999999898166,42,1,2025-11-17
AON/BR,AON,BR,stable_signal_quick_exit,-344.7790766421748,-0.07384857824473504,0.480816195606504,0.000696656231713222,28,1,2025-11-17
AIG/CFG,AIG,CFG,stable_signal_quick_exit,-11197.16484395572,-1.4744437805023776,0.480816195606504,4.487027027758525e-08,36,1,2025-11-17
BSX/PFE,BSX,PFE,stable_signal_quick_exit,9528.0676370357,0.928836458689021,0.480816195606504,0.9999995176127501,40,1,2025-11-17
AIG/NTRS,AIG,NTRS,stable_signal_quick_exit,-1290.22662436086,-0.16275292239617575,0.480816195606504,1.963283703792639e-08,36,1,2025-11-17
APO/MCO,APO,MCO,stable_signal_quick_exit,8781.176954627284,1.3027600767020189,0.480816195606504,0.9999999871218149,32,1,2025-11-17
HWM/ROP,HWM,ROP,stable_signal_quick_exit,-729.0949382473559,-0.11224107715974833,0.480816195606504,0.00010273292646126108,38,1,2025-11-17
