Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
FSLR/WST,16738.470605878658,1.8763481483702735,-6678.987291013298,-0.013357974582026597,0.6808510638297872,27,20019.0,144
HII/PG,12665.308326388484,2.848227229261042,-752.4669552352789,-0.0015049339104705579,0.9166666666666666,5,6876.0,144
MTCH/NVR,11442.040444853017,3.153808480782264,-2644.5141281577567,-0.005289028256315513,0.6190476190476191,37,100421.0,144
AMT/TJX,7639.755239386379,2.250528178020691,-2295.3757907874888,-0.004590751581574978,0.5853658536585366,22,23927.0,144
F/PG,7084.484472751188,2.355263962990022,-1626.2900000000043,-0.0032525800000000084,0.65,10,66846.0,144
AWK/STLD,6761.223523409302,1.53566310203549,-2661.1855617879482,-0.005322371123575896,0.5789473684210527,10,12132.0,144
GIS/HUBB,5668.358283447977,2.64963747323055,0.0,0.0,1.0,4,10816.0,144
AWK/EXPD,5243.741288473539,1.2665719172145882,-5240.987042961928,-0.010481974085923855,0.5806451612903226,17,23158.0,144
AWK/FOX,3846.43938395084,0.7762610350649118,-6331.63360302047,-0.01266326720604094,0.5185185185185185,26,55456.0,144
ETR/MKTX,1179.806964148625,0.9247511731758755,-1172.7299999999989,-0.0023454599999999976,0.5384615384615384,7,4932.0,144
MSCI/MTB,1113.5599999999963,0.4214347189985417,-1729.3799999999983,-0.0034587599999999965,0.6,8,4213.0,144
CL/WST,841.9205490240147,0.11569593403617737,-11973.25270403465,-0.0239465054080693,0.43902439024390244,22,32860.0,144
LNT/MKTX,-2865.2137648501334,-1.4531117060478005,-4071.103247399376,-0.008142206494798751,0.5,16,28187.0,144
MKTX/WST,-8026.844528812646,-1.9901937745428346,-11124.894528812643,-0.022249789057625285,0.41379310344827586,16,13245.0,144
GRMN/KO,-14287.371688688345,-2.4314758581039815,-17836.70489713647,-0.03567340979427294,0.4523809523809524,18,29412.0,144
