Date,Equity,DailyPnL,Window,Equity_Chained
2025-12-03,499931.5068493151,-68.49315068493152,1,499931.5068493151
2025-12-04,500100.5633044,169.0564550848212,1,500100.5633044
2025-12-05,498082.5953557729,-2017.967948627076,1,498082.5953557729
2025-12-08,497504.4044313312,-578.1909244416747,1,497504.4044313312
2025-12-09,495251.4176963244,-2252.986735006794,1,495251.4176963244
2025-12-10,494682.9763230628,-568.4413732616231,1,494682.9763230628
2025-12-11,494570.9001717212,-112.0761513415491,1,494570.9001717212
2025-12-12,497922.8696571891,3351.969485467882,1,497922.8696571891
2025-12-15,497608.4906187862,-314.3790384029271,1,497608.4906187862
2025-12-16,497231.8472290697,-376.6433897165116,1,497231.8472290697
2025-12-17,497337.5540783847,105.7068493149709,1,497337.5540783847
2025-12-18,499036.1299756034,1698.575897218776,1,499036.1299756034
2025-12-19,499300.8868249187,264.7568493152503,1,499300.8868249187
2025-12-22,498966.1641017426,-334.7227231761208,1,498966.1641017426
2025-12-23,497623.075714139,-1343.088387603522,1,497623.075714139
2025-12-24,496976.245185247,-646.8305288919946,1,496976.245185247
2025-12-26,496528.2500602939,-447.9951249531005,1,496528.2500602939
2025-12-29,496163.5037022292,-364.7463580647018,1,496163.5037022292
2025-12-30,496403.6283554115,240.1246531822253,1,496403.6283554115
2025-12-31,496422.8752047266,19.24684931512456,1,496422.8752047266
2026-01-02,496971.1820540413,548.3068493147148,1,496971.1820540413
2026-01-05,496523.1089033562,-448.073150685057,1,496523.1089033562
2026-01-06,496465.4857526715,-57.62315068475436,1,496465.4857526715
2026-01-07,499112.5126019869,2647.026849315385,1,499112.5126019869
2026-01-08,500575.9294513016,1463.416849314701,1,500575.9294513016
2026-01-09,499931.5068493149,-68.49315068493152,2,500575.9294513016
2026-01-12,500926.1112557325,994.6044064175803,2,501570.53385771916
2026-01-13,500791.0096849091,-135.1015708233463,2,501435.43228689575
2026-01-14,500254.9966906904,-536.0129942187341,2,500899.4192926771
2026-01-15,498317.563540005,-1937.433150685392,2,498961.9861419917
2026-01-16,496051.7485403778,-2265.814999627182,2,496696.1711423645
2026-01-20,496876.6953896928,824.9468493149616,2,497521.11799167946
2026-01-21,496083.7344241737,-792.9609655190725,2,496728.1570261604
2026-01-22,496005.5165570552,-78.21786711853929,2,496649.93915904185
2026-01-23,497535.7227028816,1530.206145826378,2,498180.1453048683
2026-01-26,497749.9934005886,214.2706977070775,2,498394.41600257525
2026-01-27,502116.9166659412,4366.923265352612,2,502761.33926792786
2026-01-28,501257.8601357478,-859.0565301934257,2,501902.2827377345
2026-01-29,498666.7486205865,-2591.111515161349,2,499311.1712225732
2026-01-30,496893.2713473008,-1773.477273285622,2,497537.69394928747
2026-02-02,496049.2827412898,-843.9886060110293,2,496693.7053432765
2026-02-03,491982.259590605,-4067.023150684778,2,492626.68219259166
2026-02-04,489202.1826010657,-2780.076989539317,2,489846.6052030524
2026-02-05,489660.2719185386,458.0893174728844,2,490304.6945205253
2026-02-06,495338.2187678538,5677.946849315194,2,495982.6413698405
2026-02-09,496586.055617169,1247.836849315208,2,497230.4782191557
2026-02-10,504959.7824664838,8373.726849314757,2,505604.2050684705
2026-02-11,505296.0693157986,336.2868493148126,2,505940.49191778526
2026-02-12,501957.5361651138,-3338.533150684787,2,502601.95876710047
2026-02-13,497686.0130144288,-4271.52315068501,2,498330.43561641546
2026-02-17,499931.506849315,-68.49315068493152,3,498330.43561641546
2026-02-18,499692.9881564262,-238.5186928887852,3,498091.9169235266
2026-02-19,499624.4950057412,-68.49315068498254,3,498023.42377284163
2026-02-20,500200.578611241,576.0836054997053,3,498599.50737834146
2026-02-23,500132.0854605559,-68.49315068509895,3,498531.01422765636
2026-02-24,499873.6533027587,-258.4321577971568,3,498272.58206985914
2026-02-25,499805.1601520737,-68.49315068498254,3,498204.08891917416
2026-02-26,499736.6670013887,-68.49315068498254,3,498135.5957684891
2026-02-27,499668.1738507039,-68.49315068486612,3,498067.10261780437
2026-03-02,499201.2422386485,-466.9316120553995,3,497600.17100574897
2026-03-03,498926.5868829893,-274.6553556591971,3,497325.5156500897
2026-03-04,498493.4151792404,-433.1717037488706,3,496892.34394634084
2026-03-05,499364.6744157464,871.2592365059536,3,497763.60318284685
2026-03-06,500088.4355627649,723.761147018522,3,498487.3643298653
2026-03-09,503829.4037881779,3740.968225413002,3,502228.3325552783
2026-03-10,503477.0383147593,-352.365473418613,3,501875.96708185977
2026-03-11,503860.8257566998,383.7874419405125,3,502259.7545238002
2026-03-12,503628.3881884827,-232.4375682170503,3,502027.31695558317
2026-03-13,501036.0193821889,-2592.368806293816,3,499434.94814928935
2026-03-16,500494.5962315036,-541.4231506852666,3,498893.524998604
2026-03-17,501981.5030808186,1486.906849314924,3,500380.43184791907
2026-03-18,501231.0299301337,-750.4731506848475,3,499629.95869723416
2026-03-19,500625.0267794487,-606.0031506849919,3,499023.9555465491
2026-03-20,500638.3236287634,13.29684931470547,3,499037.2523958638
2026-03-23,499324.3204780787,-1314.003150684759,3,497723.2492451791
2026-03-24,499931.506849315,-68.49315068493152,4,497723.2492451791
2026-03-25,500822.2510756835,890.7442263684934,4,498613.9934715476
2026-03-26,502282.3725961172,1460.121520433691,4,500074.1149919813
2026-03-27,502501.0894454325,218.7168493153295,4,500292.8318412966
2026-03-30,503703.4762947477,1202.386849315139,4,501495.21869061183
2026-03-31,502294.4731440626,-1409.003150685108,4,500086.2155399267
2026-04-01,502709.4899933777,415.0168493151432,4,500501.2323892418
2026-04-02,503442.3190775198,732.8290841421112,4,501234.0614733839
2026-04-06,502230.8059268348,-1211.513150685001,4,500022.5483226989
2026-04-07,501632.5227761499,-598.2831506849034,4,499424.265172014
2026-04-08,500594.6196254651,-1037.903150684782,4,498386.3620213292
2026-04-09,496624.4964747798,-3970.123150685336,4,494416.2388706439
2026-04-10,489086.2233240948,-7538.27315068501,4,486877.9657199589
2026-04-13,489134.0201734097,47.7968493149383,4,486925.7625692738
2026-04-14,482969.5570227249,-6164.463150684838,4,480761.299418589
2026-04-15,480728.5838720398,-2240.97315068508,4,478520.3262679039
2026-04-16,480794.960721355,66.37684931524564,4,478586.7031172191
2026-04-17,479325.0675706699,-1469.893150685122,4,477116.809966534
2026-04-20,479071.9444199849,-253.1231506849872,4,476863.686815849
2026-04-21,478811.2312692998,-260.7131506851874,4,476602.9736651639
2026-04-22,478348.2781186146,-462.9531506851781,4,476140.0205144787
2026-04-23,478215.1749679297,-133.1031506848522,4,476006.9173637938
2026-04-24,475868.6718172445,-2346.503150685225,4,473660.4142131086
2026-04-27,473080.8586665597,-2787.813150684815,4,470872.6010624238
2026-04-28,474419.6655158745,1338.806849314831,4,472211.4079117386
2026-04-29,499931.506849315,-68.49315068493152,5,472211.4079117386
2026-04-30,504775.5813420147,4844.074492699699,5,477055.4824044383
2026-05-01,505340.3177581386,564.7364161239238,5,477620.2188205622
2026-05-04,505846.0506232181,505.7328650794225,5,478125.9516856417
2026-05-05,510316.391577105,4470.340953886975,5,482596.2926395286
2026-05-06,510471.1058119886,154.7142348835478,5,482751.0068744122
2026-05-07,504598.0081304628,-5873.097681525745,5,476877.9091928864
