Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
CSCO/PAYC,7339.37913897086,1.763607762821463,-3447.2300000000178,-0.006894460000000035,0.6428571428571429,10,16676.0,144
BSX/PFE,6411.854114942539,1.4068406465664318,-971.7600000000002,-0.0019435200000000004,0.5,4,19374.0,144
HAS/YUM,5068.751900085615,1.2988262532600887,-2143.517620944117,-0.004287035241888234,0.5454545454545454,6,12594.0,144
EXR/WY,3649.0400000000154,1.4453434547547919,-1849.6699999999983,-0.0036993399999999967,0.5384615384615384,9,29641.0,144
AON/KKR,3235.3081245393455,0.8373692190781392,-2956.999999999999,-0.005913999999999998,0.6,14,15323.0,144
CME/DE,2367.742886357711,1.8221842420919105,-625.9051708821241,-0.0012518103417642483,0.7142857142857143,7,3000.0,144
AON/BR,2262.9773432477136,0.6366564362536636,-4115.630000000001,-0.008231260000000002,0.5862068965517241,17,11880.0,144
AAPL/CINF,1706.9681174144068,0.9734509623644162,-1044.1500000000156,-0.002088300000000031,0.5,3,2316.0,144
GWW/ODFL,-268.8655614973868,-0.07347198184396957,-4486.853730374234,-0.008973707460748468,0.5625,7,4288.0,144
DUK/PPL,-797.7073044690432,-0.2650690971652425,-4209.57239949251,-0.00841914479898502,0.5294117647058824,15,51094.0,144
AIG/NTRS,-1844.5971695103499,-0.6857133938218248,-5217.173505214376,-0.010434347010428752,0.4473684210526316,22,23186.0,144
UNP/VLTO,-3114.3380994986146,-0.7092098588578818,-6276.501871915603,-0.012553003743831207,0.5581395348837209,16,20139.0,120
AIG/CFG,-3421.4181316044805,-0.822774098273995,-5821.774131604468,-0.011643548263208936,0.4318181818181818,16,42725.0,144
AKAM/MSFT,-4104.966187187182,-0.7799989170509884,-8372.14618718719,-0.01674429237437438,0.55,8,9314.0,144
APO/MCO,-13194.250261909801,-2.774223290122408,-13761.170261909805,-0.02752234052381961,0.39285714285714285,15,13239.0,144
