Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
DG/MOS,35005.36092768592,2.5983183045679517,-4864.048711516527,-0.009728097423033055,0.6486486486486487,10,78525.0,144
ARES/CG,4947.918108976193,0.7481701534958718,-9220.625620827752,-0.018441251241655503,0.6052631578947368,18,54789.0,144
ALGN/UAL,4478.270000000002,0.6853632736434975,-7628.820000000003,-0.015257640000000006,0.5357142857142857,7,16550.0,144
AMG/BEN,4094.121373155039,0.9512810876434893,-5299.398626844984,-0.010598797253689968,0.5666666666666667,10,49531.0,144
TW/CME,3576.2680843752005,1.0296594021215706,-4010.6591134130535,-0.008021318226826108,0.4444444444444444,9,10862.0,144
D/MCHP,3393.628683450356,0.7890807622724241,-4899.540030497997,-0.009799080060995993,0.5714285714285714,10,20068.0,144
CL/USO,2686.058469101085,0.45148071999859196,-3904.319999999998,-0.007808639999999996,0.5652173913043478,10,23445.0,144
CART/DASH,2192.2500000000528,0.16863818124474736,-20047.16999999997,-0.04009433999999994,0.5714285714285714,22,89962.0,144
ACGL/UHS,431.6133737287855,0.10207132445937614,-3350.443833090717,-0.006700887666181434,0.5,23,29962.0,144
YUM/MCD,98.67694729290156,0.03173687229581977,-2391.9699999999893,-0.004783939999999979,0.5,12,16382.0,144
LYFT/UBER,-1819.7200000000112,-0.28161415770152753,-8988.890000000025,-0.01797778000000005,0.631578947368421,8,50560.0,144
MSCI/LII,-2082.864575638643,-0.2704933285036519,-11724.10999999999,-0.023448219999999978,0.4074074074074074,11,5307.0,144
AAPL/META,-3735.400000000001,-2.974635915354424,-4309.76,-0.00861952,0.3333333333333333,3,2166.0,48
GS/ALLY,-4630.692820526862,-0.8976814695978668,-6868.653557237466,-0.013737307114474932,0.5789473684210527,8,26662.0,144
ESS/EXPD,-15231.849846501735,-1.2212878003020289,-24036.059999999958,-0.04807211999999991,0.45454545454545453,26,50824.0,144
