Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
FSLR/WST,20942.338072306913,2.4564471758753266,-5187.790000000004,-0.010375580000000008,0.7083333333333334,28,20310.0,144
MTCH/NVR,13949.064809261503,3.0045088156285757,-2642.723016019746,-0.005285446032039492,0.6190476190476191,33,93137.0,144
HII/PG,12616.740188985388,2.8507514524544817,-751.6804237854362,-0.0015033608475708725,0.9166666666666666,5,6840.0,144
F/PG,9306.282101226996,2.868926118308312,-1625.7400000000043,-0.003251480000000009,0.6818181818181818,11,74586.0,144
GIS/HUBB,5675.872972224319,2.650778937238064,0.0,0.0,1.0,4,10826.0,144
AWK/FOX,4750.561583860072,0.9449523560728527,-6336.4425782092485,-0.012672885156418496,0.5185185185185185,26,56602.0,144
AWK/STLD,2173.157674375142,0.5330556382216991,-2658.26097019583,-0.00531652194039166,0.47368421052631576,7,8174.0,144
ETR/MKTX,1251.1599694569163,0.9843573710560101,-1172.7299999999989,-0.0023454599999999976,0.5833333333333334,7,4923.0,144
MSCI/MTB,1133.4400000000003,0.43316078895102933,-1729.3799999999983,-0.0034587599999999965,0.6428571428571429,7,3885.0,144
AWK/EXPD,661.5438953270141,0.1726982747345318,-5247.905851652562,-0.010495811703305123,0.4642857142857143,17,22482.0,144
CL/WST,-1567.1012537722254,-0.2847480907115998,-11958.323087807745,-0.02391664617561549,0.46875,23,32255.0,144
CL/GD,-3014.6499999999996,-0.7574010433969459,-5667.870000000004,-0.011335740000000009,0.41379310344827586,12,18281.0,144
PG/RTX,-4485.55242335344,-1.9081534933697524,-6327.132423353445,-0.01265426484670689,0.36,10,11062.0,144
GRMN/KO,-9923.484933505337,-2.104619231868437,-13662.94130414155,-0.0273258826082831,0.45,17,27692.0,144
MKTX/WST,-12435.112760218311,-2.3607079596747695,-15535.902760218307,-0.031071805520436615,0.4,16,13718.0,144
