Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
ALB/YUM,12830.6003186405,1.3508867239397702,-9715.899999999996,-0.019431799999999992,0.7058823529411765,9,12228.0,144
AON/MCK,9960.885623227605,3.887719768391228,0.0,0.0,1.0,14,5097.0,144
CHD/HON,5522.171420727975,1.6388869841503988,-4123.879999999992,-0.008247759999999984,0.5897435897435898,20,24914.0,144
AKAM/YUM,4551.019035448761,0.621021986049009,-5179.911872676574,-0.010359823745353148,0.5333333333333333,14,18287.0,144
CI/MTD,2071.4953742093035,0.5697789236522334,-2010.079999999994,-0.004020159999999988,0.47619047619047616,28,6833.0,144
HAS/PFE,832.6693837425314,0.15925377905989116,-3807.969999999996,-0.007615939999999992,0.5161290322580645,13,60520.0,144
CL/WST,773.1280383729018,0.10495951980591219,-14206.48113411458,-0.028412962268229158,0.48484848484848486,21,28733.0,144
EFX/MMM,503.9698395515288,0.13133481345283635,-3913.0501604484725,-0.007826100320896945,0.5714285714285714,10,8998.0,144
PFG/WMT,400.8699999999934,0.67150352994318,-1303.3000000000009,-0.002606600000000002,0.45454545454545453,3,5396.0,48
AON/GEN,-2354.49385717337,-0.40922384418396274,-5481.926728743548,-0.010963853457487096,0.5555555555555556,10,37283.0,144
PFG/YUM,-4748.75456043602,-1.3754576445501432,-5865.224560436018,-0.011730449120872035,0.4722222222222222,18,31268.0,144
BAX/IDXX,-5227.559999999974,-1.1346342417828421,-11311.079999999984,-0.022622159999999968,0.5151515151515151,19,95702.0,144
HRL/MKC,-6627.0270386454085,-1.3873048222420317,-9468.164483963079,-0.018936328967926158,0.4883720930232558,18,97618.0,144
IEX/MSFT,-6803.826802895906,-1.0807661579326984,-12182.936293293298,-0.024365872586586595,0.45454545454545453,25,18133.0,144
CI/LVS,-9955.415125900721,-2.223732277240009,-14026.375125900717,-0.028052750251801435,0.25,12,23073.0,120
