pair_key,s1,s2,param_set,pair_pnl,pair_sharpe,run_sharpe,dsr_pvalue,n_trades,window_idx,train_end
PFG/YUM,PFG,YUM,medium_signal_high_leverage,18105.79067076963,1.2067635523414344,1.6161702403886218,0.9999999998852006,46,1,2025-09-10
CL/WST,CL,WST,medium_signal_high_leverage,14558.04062783502,1.34397447720388,1.6161702403886218,0.9999999988557995,34,1,2025-09-10
MSCI/MTB,MSCI,MTB,medium_signal_high_leverage,6266.881905666132,0.48016636964581044,1.6161702403886218,0.999845729426582,40,1,2025-09-10
PFG/WMT,PFG,WMT,medium_signal_high_leverage,-9643.472472074549,-0.5847538203320053,1.6161702403886218,2.5807124700637944e-19,52,1,2025-09-10
F/PG,F,PG,medium_signal_high_leverage,10312.54426964086,0.6854369475519543,1.6161702403886218,0.9999999997791869,56,1,2025-09-10
ALB/YUM,ALB,YUM,medium_signal_high_leverage,2653.539487526025,0.12525087528963752,1.6161702403886218,0.6115651108684025,42,1,2025-09-10
GRMN/KO,GRMN,KO,medium_signal_high_leverage,20752.91234018492,1.147229459886852,1.6161702403886218,0.999999939486319,42,1,2025-09-10
GIS/HUBB,GIS,HUBB,medium_signal_high_leverage,422.6468501437939,0.03291379810042422,1.6161702403886218,0.07613284825720915,54,1,2025-09-10
MTCH/NVR,MTCH,NVR,medium_signal_high_leverage,41752.97302587511,1.7683515694799714,1.6161702403886218,0.9999771323438031,48,1,2025-09-10
AMT/TJX,AMT,TJX,medium_signal_high_leverage,-11408.23421036498,-0.880971235842141,1.6161702403886218,8.860113551373104e-29,56,1,2025-09-10
ETR/MKTX,ETR,MKTX,medium_signal_high_leverage,69818.9056599528,1.3568557540337018,1.6161702403886218,0.9890465385401632,48,1,2025-09-10
PFE/PSX,PFE,PSX,medium_signal_high_leverage,-12867.53934377024,-0.8009182282301995,1.6161702403886218,1.7770621258235414e-14,40,1,2025-09-10
CI/LVS,CI,LVS,medium_signal_high_leverage,-20361.53657597148,-0.7508911511768113,1.6161702403886218,5.200732473680088e-07,44,1,2025-09-10
MKTX/WST,MKTX,WST,medium_signal_high_leverage,36560.66231264683,2.04914691751499,1.6161702403886218,0.9999999990964274,42,1,2025-09-10
HAS/PFE,HAS,PFE,medium_signal_high_leverage,4244.327617908086,0.2200956483915277,1.6161702403886218,0.8846252154693428,54,1,2025-09-10
PFG/YUM,PFG,YUM,vol_adaptive,9669.065581540672,1.026327162113122,1.550475658557403,0.9999999996939367,54,1,2025-09-10
CL/WST,CL,WST,vol_adaptive,12767.15441793594,1.5098963109926655,1.550475658557403,0.9999999999845942,46,1,2025-09-10
MSCI/MTB,MSCI,MTB,vol_adaptive,5991.624763181704,0.7410102411316556,1.550475658557403,0.9998341390562315,48,1,2025-09-10
PFG/WMT,PFG,WMT,vol_adaptive,-2619.346853502573,-0.31170654311604773,1.550475658557403,1.1491383639639756e-11,60,1,2025-09-10
F/PG,F,PG,vol_adaptive,4505.084733971693,0.48203920499220476,1.550475658557403,0.9999999635771039,60,1,2025-09-10
ALB/YUM,ALB,YUM,vol_adaptive,-14385.74267394186,-0.9744000066439374,1.550475658557403,1.2681583919696559e-23,54,1,2025-09-10
GRMN/KO,GRMN,KO,vol_adaptive,29036.35935726897,1.934494761499076,1.550475658557403,0.9999984059701331,56,1,2025-09-10
GIS/HUBB,GIS,HUBB,vol_adaptive,-1033.297064654234,-0.08560277513584932,1.550475658557403,7.577390265144831e-06,76,1,2025-09-10
MTCH/NVR,MTCH,NVR,vol_adaptive,28738.26198929011,1.9387105132477747,1.550475658557403,0.9999230886451637,58,1,2025-09-10
AMT/TJX,AMT,TJX,vol_adaptive,7715.813240751722,0.9358246656037553,1.550475658557403,0.999999999999976,70,1,2025-09-10
ETR/MKTX,ETR,MKTX,vol_adaptive,41719.10645454188,1.2849748434439683,1.550475658557403,0.9845918011744272,56,1,2025-09-10
PFE/PSX,PFE,PSX,vol_adaptive,156.6734921863402,0.012702968156229729,1.550475658557403,0.0287798621712876,42,1,2025-09-10
CI/LVS,CI,LVS,vol_adaptive,-15775.5078075206,-1.395899150952916,1.550475658557403,6.687574562804898e-21,62,1,2025-09-10
MKTX/WST,MKTX,WST,vol_adaptive,22379.43249771283,1.8632985502500836,1.550475658557403,0.9999999999801991,60,1,2025-09-10
HAS/PFE,HAS,PFE,vol_adaptive,-7230.456502071447,-0.5722208703554814,1.550475658557403,3.0840241292135304e-12,60,1,2025-09-10
PFG/YUM,PFG,YUM,vol_gated,9440.063755343537,1.0063709191040944,1.4611144128668794,0.9999999996814184,52,1,2025-09-10
CL/WST,CL,WST,vol_gated,12762.93163615213,1.51118783240387,1.4611144128668794,0.9999999999841819,46,1,2025-09-10
MSCI/MTB,MSCI,MTB,vol_gated,5509.721920073711,0.6842214807617365,1.4611144128668794,0.9998164683425743,46,1,2025-09-10
PFG/WMT,PFG,WMT,vol_gated,-2610.393780358302,-0.3115854486805376,1.4611144128668794,1.1703198730263922e-11,60,1,2025-09-10
F/PG,F,PG,vol_gated,9654.186425646938,1.0965747716388137,1.4611144128668794,0.9999999999978361,56,1,2025-09-10
ALB/YUM,ALB,YUM,vol_gated,-15026.98163246975,-1.0225603555469729,1.4611144128668794,3.433215873366947e-23,52,1,2025-09-10
GRMN/KO,GRMN,KO,vol_gated,28933.70417510401,1.9348475501715405,1.4611144128668794,0.9999984411645377,56,1,2025-09-10
GIS/HUBB,GIS,HUBB,vol_gated,-355.0619198807226,-0.029085466368879976,1.4611144128668794,0.0025600778001104844,76,1,2025-09-10
MTCH/NVR,MTCH,NVR,vol_gated,26043.38329659475,1.7886867074298238,1.4611144128668794,0.9998753918538945,54,1,2025-09-10
AMT/TJX,AMT,TJX,vol_gated,6493.549127568734,0.8065371006836877,1.4611144128668794,0.9999999999988033,66,1,2025-09-10
ETR/MKTX,ETR,MKTX,vol_gated,40707.10006892001,1.2578224033726064,1.4611144128668794,0.9845467851289327,52,1,2025-09-10
PFE/PSX,PFE,PSX,vol_gated,-2289.26235775742,-0.19118788864780203,1.4611144128668794,9.059081899667092e-05,40,1,2025-09-10
CI/LVS,CI,LVS,vol_gated,-16629.31678001972,-1.4853854202206807,1.4611144128668794,1.105069083894918e-20,60,1,2025-09-10
MKTX/WST,MKTX,WST,vol_gated,21258.06421628046,1.786741139348571,1.4611144128668794,0.9999999999704148,58,1,2025-09-10
HAS/PFE,HAS,PFE,vol_gated,-8492.859484499699,-0.6769443142682654,1.4611144128668794,3.5885305139258973e-11,58,1,2025-09-10
PFG/YUM,PFG,YUM,low_entry,11130.0631055728,1.050732666494495,1.3213171502540406,0.9999999999999976,76,1,2025-09-10
CL/WST,CL,WST,low_entry,18699.31479481489,1.8627497155058192,1.3213171502540406,1.0,70,1,2025-09-10
MSCI/MTB,MSCI,MTB,low_entry,6835.170046228121,0.6482147898046203,1.3213171502540406,0.9999999972057386,84,1,2025-09-10
PFG/WMT,PFG,WMT,low_entry,-19632.24492770024,-1.5955209611826844,1.3213171502540406,1.6895396465843398e-25,80,1,2025-09-10
F/PG,F,PG,low_entry,5396.601839227105,0.4595784485369718,1.3213171502540406,0.9999999997131207,80,1,2025-09-10
ALB/YUM,ALB,YUM,low_entry,-6391.061262991389,-0.3189433798585923,1.3213171502540406,8.81702226818071e-12,86,1,2025-09-10
GRMN/KO,GRMN,KO,low_entry,14288.254657591,0.6863065698236583,1.3213171502540406,0.999092145683189,68,1,2025-09-10
GIS/HUBB,GIS,HUBB,low_entry,7786.493847499883,0.779025915246759,1.3213171502540406,0.9999999955582636,86,1,2025-09-10
MTCH/NVR,MTCH,NVR,low_entry,35387.98145209454,2.4712885926839223,1.3213171502540406,0.9998924214208673,74,1,2025-09-10
AMT/TJX,AMT,TJX,low_entry,-6975.026569637652,-0.6563365330140506,1.3213171502540406,1.1932047502031738e-23,82,1,2025-09-10
ETR/MKTX,ETR,MKTX,low_entry,42493.80877643176,1.2291874962082088,1.3213171502540406,0.994372690549253,76,1,2025-09-10
PFE/PSX,PFE,PSX,low_entry,2391.304335652571,0.1674900525104311,1.3213171502540406,0.900138837436115,74,1,2025-09-10
CI/LVS,CI,LVS,low_entry,-15784.87936275994,-0.8341281520897816,1.3213171502540406,9.405757597250606e-09,100,1,2025-09-10
MKTX/WST,MKTX,WST,low_entry,29137.78809397492,1.4795874630693466,1.3213171502540406,0.9995677955019516,86,1,2025-09-10
HAS/PFE,HAS,PFE,low_entry,-2858.946660895877,-0.16987921833570266,1.3213171502540406,8.465525782569442e-07,86,1,2025-09-10
PFG/YUM,PFG,YUM,low_vol_specialist,1589.658919689673,0.14128609179643187,1.2862833388883324,0.7510662776541237,84,1,2025-09-10
CL/WST,CL,WST,low_vol_specialist,17074.32529469248,1.8576443192227672,1.2862833388883324,1.0,64,1,2025-09-10
MSCI/MTB,MSCI,MTB,low_vol_specialist,1096.376037047666,0.10583172415675733,1.2862833388883324,0.47859142393212695,84,1,2025-09-10
PFG/WMT,PFG,WMT,low_vol_specialist,-3964.861860215156,-0.34771401568368143,1.2862833388883324,1.4666142736761603e-18,88,1,2025-09-10
F/PG,F,PG,low_vol_specialist,4326.298715127403,0.39470801254670257,1.2862833388883324,0.9999997587094143,76,1,2025-09-10
ALB/YUM,ALB,YUM,low_vol_specialist,-8581.315589700625,-0.47606733743302226,1.2862833388883324,9.439929983983855e-18,82,1,2025-09-10
GRMN/KO,GRMN,KO,low_vol_specialist,22117.92909589762,1.5212964638566278,1.2862833388883324,0.999999999997705,88,1,2025-09-10
GIS/HUBB,GIS,HUBB,low_vol_specialist,11415.78344635703,0.9050280189889549,1.2862833388883324,0.9999999999907551,86,1,2025-09-10
MTCH/NVR,MTCH,NVR,low_vol_specialist,27601.25015243326,1.8496417316928662,1.2862833388883324,0.9999687921018551,82,1,2025-09-10
AMT/TJX,AMT,TJX,low_vol_specialist,-8228.150334594951,-0.8112287556194007,1.2862833388883324,6.150240028181841e-23,104,1,2025-09-10
ETR/MKTX,ETR,MKTX,low_vol_specialist,39873.84097900408,1.219510864247129,1.2862833388883324,0.9890593633882676,76,1,2025-09-10
PFE/PSX,PFE,PSX,low_vol_specialist,2687.606505898681,0.24699477170785222,1.2862833388883324,0.9864256597851134,86,1,2025-09-10
CI/LVS,CI,LVS,low_vol_specialist,-17236.05242628597,-1.1116201802500347,1.2862833388883324,1.867801308840337e-14,104,1,2025-09-10
