Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
MTCH/NVR,12354.308366797108,2.30284639178848,-2078.690000000001,-0.004157380000000002,0.6097560975609756,30,89662.0,144
ALB/YUM,6983.710000000032,0.7798870782932653,-9751.72999999998,-0.01950345999999996,0.6666666666666666,8,10734.0,144
AMT/TJX,5993.960258929982,1.705065480854166,-2567.481584306275,-0.00513496316861255,0.5365853658536586,20,23508.0,144
HAS/PFE,2493.533439890435,0.5837099575724853,-3809.699999999996,-0.007619399999999992,0.6538461538461539,8,41016.0,144
CI/LVS,2404.418888344756,0.6906199602257861,-4318.704882468168,-0.008637409764936335,0.5833333333333334,7,14934.0,96
GIS/HUBB,1136.7099999999893,0.48783257800481933,-2130.5000000000064,-0.004261000000000013,0.6,3,7252.0,144
F/PG,-199.25078220861405,-0.07381624441370616,-3295.3500000000195,-0.006590700000000039,0.55,9,54471.0,144
PFG/WMT,-222.32573705498953,-0.2522729855152117,-1402.3999999999962,-0.0028047999999999923,0.4,5,9922.0,48
MSCI/MTB,-1090.0400000000102,-0.31056097819311074,-4880.81,-0.00976162,0.47058823529411764,9,5430.0,144
GIS/MTD,-1660.6228487008307,-0.44412116488697595,-6700.271267748489,-0.013400542535496978,0.43333333333333335,15,35483.0,144
LNT/MKTX,-5213.644484365663,-1.2853770035469287,-8362.680000000015,-0.01672536000000003,0.4523809523809524,17,35048.0,144
CL/WST,-5593.185789741179,-0.7313750786957642,-12666.641162912594,-0.02533328232582519,0.3939393939393939,23,35026.0,144
PFG/YUM,-8539.058326341394,-2.5773793934671456,-9228.748326341403,-0.018457496652682807,0.35135135135135137,16,27446.0,144
ETR/MKTX,-16041.733348305424,-3.753926269050004,-16882.323348305417,-0.033764646696610834,0.15,11,17306.0,144
GRMN/KO,-20502.026364290385,-3.1947086457404374,-21590.526364290392,-0.043181052728580784,0.358974358974359,18,30655.0,144
