Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
ALB/YUM,8554.660000000022,0.9572472833642022,-9706.999999999998,-0.019413999999999997,0.6875,8,11118.0,144
AMT/TJX,6153.858937819357,1.7984814395783961,-2431.1676679326665,-0.004862335335865333,0.6153846153846154,21,24039.0,144
CI/LVS,4168.441839699641,1.038553159202485,-5077.050000000014,-0.010154100000000027,0.5,7,13794.0,96
HAS/PFE,3275.6925249042115,0.8234285028929157,-3792.509999999996,-0.007585019999999993,0.8,9,37162.0,144
GIS/HUBB,975.4916990687675,0.4350211514822074,-2125.0200000000063,-0.004250040000000013,0.6,4,8485.0,144
F/PG,884.7082607799648,0.35422785127635803,-2915.7551283028015,-0.005831510256605603,0.5625,10,56112.0,144
MSCI/MTB,494.0200000000044,0.3478982168138839,-965.4199999999983,-0.0019308399999999966,0.4,5,1344.0,144
GIS/MTD,434.93551451757503,0.12138252839414039,-5201.602371196745,-0.01040320474239349,0.4827586206896552,17,32640.0,144
OKE/WST,365.7364282028602,0.10311984179614743,-4307.454344354104,-0.008614908688708208,0.5,16,23480.0,144
LNT/MKTX,-2493.1503952129015,-0.8341863686480097,-4940.573089099963,-0.009881146178199926,0.47368421052631576,21,40546.0,144
CL/WST,-3541.821729833859,-0.6287856764049345,-12837.081196836745,-0.02567416239367349,0.4722222222222222,22,33285.0,144
PFG/WMT,-6411.770971592207,-2.8381160469097253,-7661.590971592205,-0.01532318194318441,0.38461538461538464,11,20301.0,72
PFG/YUM,-6898.675364462482,-1.9966492605959762,-9944.815364462485,-0.01988963072892497,0.3783783783783784,18,28458.0,144
ETR/MKTX,-7505.948464679464,-2.758080508170341,-7505.948464679464,-0.015011896929358929,0.3333333333333333,11,11165.0,144
GRMN/KO,-18794.733571296434,-3.2401392202328645,-18794.73357129643,-0.03758946714259286,0.3829787234042553,16,27152.0,144
