Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
HAS/PFE,15772.184521753115,2.219609877959448,-4162.980000000018,-0.008325960000000035,0.49122807017543857,30,129771.0,144
CINF/FMC,12083.884669455032,1.1573911122227851,-6302.339999999991,-0.012604679999999983,0.49056603773584906,11,65745.0,144
FSLR/RSG,8511.237079154796,0.9698572798354689,-7332.090000000009,-0.014664180000000018,0.54,24,19110.0,144
CSCO/PAYC,5213.429303235924,1.1893272940436854,-4655.040000000006,-0.009310080000000012,0.6363636363636364,12,21195.0,144
BSX/WMB,4115.283129760595,0.8816212365806972,-5143.199999999997,-0.010286399999999994,0.5,11,24464.0,144
AME/WMT,1984.489999999996,0.5643238950682937,-3461.849999999995,-0.00692369999999999,0.6153846153846154,6,7330.0,144
TXT/YUM,1851.673390181581,0.6799584818691475,-4182.712567067503,-0.008365425134135006,0.5185185185185185,12,18453.0,144
HAS/YUM,720.3026002141459,0.20348660010197459,-2620.60141755228,-0.0052412028351045605,0.4375,7,13332.0,144
EXR/WY,-59.63597416315406,-0.015680102182588456,-5396.37908866931,-0.010792758177338619,0.46875,9,35779.0,144
CDNS/PTC,-373.2999999999911,-0.19277153604634892,-2838.6699999999996,-0.0056773399999999995,0.42857142857142855,6,4377.0,144
ATO/PCG,-1330.5764565625125,-0.4088734200446053,-5974.747939151466,-0.011949495878302933,0.48484848484848486,17,101982.0,144
HRL/MKC,-4073.8170320776403,-0.9712645582361727,-6506.714924888673,-0.013013429849777346,0.5192307692307693,21,111636.0,144
AON/GEN,-4180.474214089301,-0.6523270721319179,-6159.368592750533,-0.012318737185501066,0.5294117647058824,18,71381.0,144
EVRG/PCG,-5907.611375483035,-2.289849004863597,-8257.35463890501,-0.01651470927781002,0.37142857142857144,12,78921.0,120
AKAM/KEYS,-9487.10999999996,-1.0646392820682318,-11936.479999999987,-0.023872959999999974,0.391304347826087,15,19475.0,144
