Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
FSLR/RSG,15254.13930135082,1.7191215472411148,-6823.220000000005,-0.01364644000000001,0.5740740740740741,26,20841.0,144
CINF/FMC,11423.070000000025,1.1040704897553615,-5971.499999999986,-0.011942999999999973,0.47058823529411764,10,58707.0,144
HAS/PFE,6884.238503489397,1.0622088428453567,-5705.239999999997,-0.011410479999999994,0.43548387096774194,28,122521.0,144
CSCO/PAYC,6799.819826915169,1.3041612827498164,-2820.714241500375,-0.00564142848300075,0.6363636363636364,13,21788.0,144
TXT/YUM,6072.5322536925405,2.232420202376095,-2365.906345722771,-0.0047318126914455425,0.6551724137931034,14,22400.0,144
BSX/WMB,4603.974159598152,0.9440475596512378,-5179.73,-0.01035946,0.5,12,27679.0,144
EXR/WY,1541.9879258945157,0.5466997414268359,-3027.5439608979564,-0.006055087921795913,0.4857142857142857,14,52634.0,144
HAS/YUM,-642.5325950979591,-0.19096675116659892,-2644.700000000019,-0.005289400000000038,0.4444444444444444,9,16951.0,144
GPN/PTC,-1451.069594240842,-0.4055362825776864,-6437.350000000004,-0.012874700000000008,0.6666666666666666,10,18720.0,144
AME/WMT,-1908.3400000000033,-0.71395544598093,-4072.8200000000033,-0.008145640000000006,0.5652173913043478,6,6027.0,144
EVRG/PCG,-1928.4402320607078,-0.5730445291663473,-5928.302835294338,-0.011856605670588678,0.4222222222222222,14,92233.0,144
ATO/PCG,-3667.2888758485433,-1.2192402885922282,-6449.267311994909,-0.012898534623989818,0.42105263157894735,16,95742.0,144
HRL/MKC,-5288.911044806828,-1.0643583031087938,-9446.911044806828,-0.018893822089613654,0.5,21,114813.0,144
AON/GEN,-12873.939589418696,-1.5795385940255917,-13690.239589418701,-0.027380479178837402,0.5098039215686274,18,72831.0,144
AKAM/KEYS,-19702.98999999997,-2.1588243279873818,-19702.98999999997,-0.03940597999999994,0.23076923076923078,16,22082.0,144
