Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
FSLR/RSG,13561.42641305137,1.7648900886526506,-5511.900540036799,-0.011023801080073597,0.6153846153846154,25,18364.0,144
ALB/YUM,9835.23751425161,1.0387278087900198,-9683.799999999996,-0.019367599999999992,0.6666666666666666,8,10858.0,144
AON/MCK,8662.099161083832,3.1834020727871257,-739.4000000000055,-0.001478800000000011,0.9375,13,5053.0,144
CHD/HON,5721.011653144326,1.526603266817473,-4128.150000000001,-0.008256300000000001,0.5428571428571428,16,21743.0,144
CI/MTD,2637.234252484217,0.7168181343116163,-2025.5900000000006,-0.0040511800000000014,0.4878048780487805,30,7350.0,144
AON/GEN,901.8648737257943,0.22898035461910987,-2974.9222672978017,-0.005949844534595603,0.52,11,36926.0,144
PFG/WMT,742.259999999997,2.3221867802902016,-499.9800000000005,-0.000999960000000001,0.5,1,1740.0,24
CL/WST,-138.80793584072217,-0.01756591707404426,-15311.63204651605,-0.0306232640930321,0.4857142857142857,20,29069.0,144
CI/LVS,-1164.9934303788036,-0.28514596624051375,-8027.412564738077,-0.016054825129476154,0.4473684210526316,13,19136.0,96
HAS/PFE,-1327.940299325065,-0.25241073673875125,-4479.030000000017,-0.008958060000000033,0.5294117647058824,14,67292.0,144
EFX/MMM,-1584.9789301872893,-0.4104525390447235,-4874.568930187286,-0.009749137860374572,0.5161290322580645,14,12471.0,144
BAX/IDXX,-4715.479999999983,-0.958862897178945,-11076.500000000007,-0.022153000000000013,0.5142857142857142,20,104648.0,144
PFG/YUM,-5709.185353780672,-1.5637778976548966,-6911.4053537806685,-0.013822810707561337,0.4594594594594595,18,33432.0,144
AKAM/YUM,-6052.1835267086735,-0.6892903171933937,-16191.287463909968,-0.032382574927819936,0.4166666666666667,14,26424.0,144
HRL/MKC,-9067.474442531215,-2.247649775115983,-9067.474442531215,-0.01813494888506243,0.42424242424242425,14,78536.0,144
