Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
MSCI/PRU,10055.010922256666,1.9266007656980748,-4844.129999999981,-0.009688259999999962,0.6363636363636364,14,13527.0,144
CSCO/PAYC,8780.590696661826,1.830860835527236,-3415.3000000000065,-0.006830600000000013,0.6470588235294118,10,17711.0,144
BSX/WMB,7952.821135745379,1.5887373024551799,-4177.0199999999895,-0.00835403999999998,0.56,12,28937.0,144
TXT/YUM,2435.366903419406,0.8371338381526342,-4733.712379182156,-0.009467424758364313,0.5333333333333333,11,18458.0,144
EXR/WY,1593.5192937065372,0.40836819547126624,-5809.89770850202,-0.01161979541700404,0.5277777777777778,11,49036.0,144
RTX/SNA,693.2893362529909,1.0223197124290635,-507.1000000000015,-0.001014200000000003,0.8,5,1902.0,144
AON/KKR,-350.20012051606034,-0.09793319097502692,-4276.122240127326,-0.008552244480254653,0.56,14,16606.0,144
CDNS/PTC,-1258.6100000000072,-0.5858360479871622,-2952.800000000007,-0.005905600000000014,0.5,5,4534.0,144
HAS/YUM,-1433.5265679313904,-0.39024184934693157,-4084.5021552564085,-0.008169004310512817,0.38461538461538464,7,14428.0,144
ATO/PCG,-2114.8303207931035,-0.6076793985695282,-5611.807701433852,-0.011223615402867705,0.4,19,105968.0,144
CINF/FMC,-2148.5113915065576,-0.2682010157804809,-9274.869280642666,-0.018549738561285334,0.4603174603174603,31,111612.0,144
MSCI/SCHW,-2775.0299999999897,-1.2354881263609978,-3694.539999999991,-0.007389079999999982,0.47058823529411764,8,8284.0,144
BIIB/HCA,-3098.244964438905,-0.5301054056236963,-11943.446135303442,-0.023886892270606884,0.48484848484848486,24,13264.0,144
EVRG/PCG,-4631.460623697868,-3.244607152435837,-6083.916381707013,-0.012167832763414026,0.3125,8,45802.0,96
AKAM/KEYS,-11418.899999999958,-1.2509256134319062,-12463.949999999966,-0.024927899999999933,0.4,14,18461.0,144
