Pair,OOS_PnL,Sharpe,MaxDD,MaxDD_pct,WinRate,N_Trades,Turnover,N_Days
MTCH/NVR,17480.756768906318,3.951236289894189,-1505.6674645718003,-0.0030113349291436007,0.6842105263157895,33,89912.0,144
HII/PG,12587.487762210005,2.845857029873842,-753.7304237854364,-0.0015074608475708728,0.9166666666666666,5,6826.0,144
AWK/STLD,9066.047694195984,2.221097393805556,-1999.2568302155378,-0.003998513660431076,0.631578947368421,11,12721.0,144
F/PG,7850.184717569706,2.584359190605262,-1612.6300000000042,-0.0032252600000000084,0.6842105263157895,12,70817.0,144
AMT/TJX,6315.46551979576,1.8634423804479707,-2277.131165199369,-0.004554262330398739,0.55,22,23803.0,144
GIS/HUBB,4497.498627675193,2.297516741956829,0.0,0.0,1.0,3,7650.0,144
MSCI/MTB,4081.5163356439734,1.3285127071265097,-1708.4799999999984,-0.0034169599999999967,0.6111111111111112,8,4808.0,144
ETR/MKTX,751.7527153940352,0.3628861049714492,-1934.8499999999988,-0.0038696999999999976,0.46153846153846156,10,8740.0,144
CL/WST,-461.2245354493789,-0.06433198787348705,-12211.314793334823,-0.024422629586669645,0.39473684210526316,22,31171.0,144
LNT/MKTX,-554.0079038595318,-0.22342765765538278,-3290.599318558716,-0.006581198637117432,0.5666666666666667,16,27497.0,144
GLW/WST,-1987.0607450214375,-0.3624736880168671,-12684.510745021433,-0.025369021490042866,0.5,12,16990.0,144
AWK/EXPD,-2330.6306360370218,-0.5137098704747902,-5311.680636037023,-0.010623361272074045,0.52,15,14277.0,144
MKTX/WST,-6567.455199960936,-1.4584937351479577,-10530.19519996093,-0.02106039039992186,0.47058823529411764,18,14997.0,144
AWK/FOX,-10504.77153898069,-1.812418029060332,-14851.976403432776,-0.029703952806865552,0.38095238095238093,24,55154.0,144
GRMN/KO,-11800.47632128161,-2.4783000468977234,-16512.59065371991,-0.033025181307439824,0.425,18,29269.0,144
