Date,OOS_Equity,OOS_DailyPnL,Window,n_pairs,OOS_Equity_Chained
2025-08-27,499931.5068493151,-68.49315068492433,1,14,499931.5068493151
2025-08-28,498184.9567547961,-1746.5500945189851,1,14,498184.9567547961
2025-08-29,498618.2006511427,433.24389634659747,1,14,498618.2006511427
2025-09-02,496841.5923548269,-1776.6082963157678,1,14,496841.5923548269
2025-09-03,496106.815834828,-734.776519998908,1,14,496106.815834828
2025-09-04,495932.842684143,-173.97315068502212,1,14,495932.842684143
2025-09-05,496550.459533458,617.6168493150035,1,14,496550.459533458
2025-09-08,495023.3163827732,-1527.143150684773,1,14,495023.3163827732
2025-09-09,496161.6358570281,1138.3194742548512,1,14,496161.6358570281
2025-09-10,497621.5049126162,1459.8690555881476,1,14,497621.5049126162
2025-09-11,498103.9617619312,482.4568493149709,1,14,498103.9617619312
2025-09-12,499692.1265304913,1588.164768560091,1,14,499692.1265304913
2025-09-15,501156.8294862058,1464.7029557145434,1,14,501156.8294862058
2025-09-16,500563.886335521,-592.9431506848196,1,14,500563.886335521
2025-09-17,501632.5902395776,1068.7039040565724,1,14,501632.5902395776
2025-09-18,502604.8177879417,972.2275483641424,1,14,502604.8177879417
2025-09-19,502345.6107719265,-259.2070160151925,1,14,502345.6107719265
2025-09-22,503697.0004302881,1351.389658361557,1,14,503697.0004302881
2025-09-23,503591.4282228051,-105.57220748299733,1,14,503591.4282228051
2025-09-24,505535.2479942482,1943.8197714430862,1,14,505535.2479942482
2025-09-25,506116.1669330006,580.9189387524384,1,14,506116.1669330006
2025-09-26,506408.6860516552,292.5191186545999,1,14,506408.6860516552
2025-09-29,505776.9429009702,-631.7431506849825,1,14,505776.9429009702
2025-09-30,505771.7597502855,-5.183150684752036,1,14,505771.7597502855
2025-10-02,499931.506849315,-68.49315068498254,2,14,505771.7597502855
2025-10-03,500585.8236986297,654.3168493146659,2,14,506426.07659960014
2025-10-06,500688.1201124894,102.29641385970172,2,14,506528.37301345984
2025-10-07,501542.2769618046,854.1568493152154,2,14,507382.52986277506
2025-10-08,504837.2236311712,3294.946669366618,2,14,510677.4765321417
2025-10-09,504398.6317915402,-438.59183963102987,2,14,510238.88469251065
2025-10-10,504281.8675611633,-116.76423037686618,2,14,510122.1204621338
2025-10-13,509858.4215827152,5576.554021551856,2,14,515698.67448368564
2025-10-14,508226.3678247709,-1632.0537579442607,2,14,514066.6207257414
2025-10-15,510381.2525488888,2154.8847241178737,2,14,516221.50544985925
2025-10-16,509492.8493982038,-888.4031506850151,2,14,515333.10229917424
2025-10-17,509298.226247519,-194.62315068475436,2,14,515138.4791484895
2025-10-20,511368.1199410213,2069.893693502294,2,14,517208.3728419918
2025-10-21,515626.2706611409,4258.150720119593,2,14,521466.52356211137
2025-10-22,515710.1075104559,83.83684931497555,2,14,521550.36041142634
2025-10-23,523113.594359771,7403.486849315115,2,14,528953.8472607415
2025-10-24,524222.9512090862,1109.356849315227,2,14,530063.2041100566
2025-10-27,523187.8580584013,-1035.093150684901,2,14,529028.1109593718
2025-10-28,523546.1849077163,358.32684931496624,2,14,529386.4378086868
2025-10-29,519943.3017570314,-3602.88315068488,2,14,525783.5546580019
2025-10-30,517903.0186063456,-2040.2831506858347,2,14,523743.27150731604
2025-10-31,518987.3254556608,1084.3068493152387,2,14,524827.5783566313
2025-11-03,516900.8923049761,-2086.433150684694,2,14,522741.1452059466
2025-11-04,517841.6791542911,940.7868493149872,2,14,523681.93205526157
2025-11-06,499931.506849315,-68.49315068498254,3,14,523681.93205526157
2025-11-07,497839.8522882616,-2091.6545610534376,3,14,521590.27749420813
2025-11-10,496678.8490111211,-1161.003277140495,3,14,520429.27421706764
2025-11-11,497165.6949280088,486.84591688768705,3,14,520916.1201339553
2025-11-12,495919.9348331804,-1245.7600948283798,3,14,519670.36003912694
2025-11-13,493759.9378482798,-2159.9969849006156,3,14,517510.3630542263
2025-11-14,492476.3552591945,-1283.582589085272,3,14,516226.78046514106
2025-11-17,492407.8621085094,-68.49315068509895,3,14,516158.28731445596
2025-11-18,491664.4094337544,-743.4526747550117,3,14,515414.83463970094
2025-11-19,491056.2781867894,-608.1312469649711,3,14,514806.703392736
2025-11-20,491127.7134496712,71.43526288180146,3,14,514878.1386556178
2025-11-21,490121.9246562072,-1005.7887934640166,3,14,513872.34986215376
2025-11-24,490022.5315055222,-99.39315068500582,3,14,513772.95671146875
2025-11-25,489196.838354837,-825.693150685227,3,14,512947.2635607835
2025-11-26,490261.3152082551,1064.4768534181057,3,14,514011.74041420163
2025-11-28,490894.46205757,633.146849314915,3,14,514644.88726351655
2025-12-01,489934.208906885,-960.2531506849919,3,14,513684.63411283155
2025-12-02,491224.3357561999,1290.1268493148964,3,14,514974.76096214645
2025-12-03,491254.1826055149,29.846849314984865,3,14,515004.60781146144
2025-12-04,494918.2094548298,3664.0268493149197,3,14,518668.63466077636
2025-12-05,494576.4263041442,-341.78315068560187,3,14,518326.85151009075
2025-12-08,494437.6131534594,-138.8131506848149,3,14,518188.03835940594
2025-12-09,492070.7600027745,-2366.8531506849104,3,14,515821.185208721
2025-12-10,492007.3468520896,-63.413150684849825,3,14,515757.7720580362
2025-12-12,499931.506849315,-68.49315068498254,4,14,515757.7720580362
2025-12-15,499863.0136986302,-68.49315068480792,4,14,515689.27890735137
2025-12-16,498131.8485578033,-1731.1651408268954,4,14,513958.1137665245
2025-12-17,498424.4961859856,292.6476281823125,4,14,514250.7613947068
2025-12-18,500009.5831550898,1585.086969104188,4,14,515835.848363811
2025-12-19,501732.8600044047,1723.2768493148615,4,14,517559.12521312584
2025-12-22,500917.3961297178,-815.4638746868586,4,14,516743.661338439
2025-12-23,501567.0429790334,649.6468493155553,4,14,517393.30818775453
2025-12-24,501714.0998283483,147.0568493149476,4,14,517540.3650370695
2025-12-26,501489.7466776633,-224.35315068502678,4,14,517316.01188638445
2025-12-29,500377.8535269781,-1111.8931506851804,4,14,516204.1187356993
2025-12-30,499810.6525893551,-567.2009376230417,4,14,515636.91779807623
2025-12-31,500334.7394386701,524.0868493150338,4,14,516161.00464739127
2026-01-02,500811.5062879854,476.7668493153178,4,14,516637.7714967066
2026-01-05,498624.8031373005,-2186.7031506849453,4,14,514451.06834602164
2026-01-06,499103.2599866156,478.4568493151455,4,14,514929.5251953368
2026-01-07,496298.6568359307,-2804.6031506849104,4,14,512124.9220446519
2026-01-08,496691.7036852456,393.0468493148801,4,14,512517.96889396675
2026-01-09,497042.6505345606,350.9468493150198,4,14,512868.9157432818
2026-01-12,494081.1173838757,-2961.5331506849034,4,14,509907.38259259687
2026-01-13,491652.8142331905,-2428.303150685213,4,14,507479.07944191166
2026-01-14,491446.8210825054,-205.99315068509895,4,14,507273.08629122656
2026-01-15,493295.1679318205,1848.3468493151013,4,14,509121.43314054166
2026-01-16,492923.6047811356,-371.5631506848731,4,14,508749.8699898568
2026-01-21,499931.5068493148,-68.49315068521537,5,14,508749.8699898568
2026-01-22,502778.5777036098,2847.070854294987,5,14,511596.9408441518
2026-01-23,502009.5502808628,-769.0274227469927,5,14,510827.9134214048
2026-01-26,505097.1225619952,3087.572281132394,5,14,513915.4857025372
2026-01-27,504604.0694113103,-493.0531506848638,5,14,513422.4325518523
2026-01-28,509711.550307537,5107.4808962267125,5,14,518529.913448079
2026-01-29,509194.2849821874,-517.2653253496392,5,14,518012.6481227294
2026-01-30,509737.9856865248,543.7007043373887,5,14,518556.3488270668
2026-02-02,510447.8212369378,709.8355504130013,5,14,519266.1843774798
2026-02-03,510379.3280862528,-68.49315068498254,5,14,519197.6912267948
2026-02-04,508548.6624685081,-1830.6656177446712,5,14,517367.0256090501
2026-02-05,508750.8945153735,202.23204686539248,5,14,517569.2576559155
2026-02-06,516434.3533671193,7683.458851745818,5,14,525252.7165076614
2026-02-09,519246.8563388959,2812.5029717765865,5,14,528065.2194794379
2026-02-10,520961.0156882105,1714.1593493145774,5,14,529779.3788287526
2026-02-11,520333.0282951656,-627.9873930448666,5,14,529151.3914357077
2026-02-12,514019.1026665977,-6313.925628567929,5,14,522837.4658071397
2026-02-13,514739.7383457391,720.6356791413855,5,14,523558.1014862811
2026-02-17,515378.6268649832,638.8885192440939,5,14,524196.9900055252
2026-02-18,515874.8737142982,496.24684931500815,5,14,524693.2368548402
2026-02-19,514930.1605636133,-944.7131506848964,5,14,523748.5237041553
2026-02-20,514861.6674129283,-68.49315068498254,5,14,523680.0305534703
2026-02-23,515564.8542622434,703.1868493150687,5,14,524383.2174027853
2026-02-24,515496.3611115584,-68.49315068498254,5,14,524314.7242521003
2026-02-26,499931.506849315,-68.49315068498254,6,15,524314.7242521003
2026-02-27,499478.34369863,-453.16315068502445,6,15,523861.5611014153
2026-03-02,500993.3005479451,1514.9568493150873,6,15,525376.5179507304
2026-03-03,500567.69739726,-425.603150685085,6,15,524950.9148000453
2026-03-04,500913.3642465749,345.66684931493364,6,15,525296.5816493602
2026-03-05,500844.8710958901,-68.49315068480792,6,15,525228.0884986755
2026-03-06,503066.5779452049,2221.7068493147963,6,15,527449.7953479902
2026-03-09,502188.9147945199,-877.6631506850244,6,15,526572.1321973052
2026-03-10,501588.3616438347,-600.553150685213,6,15,525971.57904662
2026-03-11,504334.07849315,2745.7168493153295,6,15,528717.2958959353
2026-03-12,505764.7253424649,1430.646849314915,6,15,530147.9427452502
2026-03-13,507298.5421917799,1533.816849314957,6,15,531681.7595945653
2026-03-16,506773.2990410947,-525.2431506851572,6,15,531156.51644388
2026-03-17,508609.3858904098,1836.086849315092,6,15,532992.6032931951
2026-03-18,506843.3327397247,-1766.0531506850966,6,15,531226.5501425101
2026-03-19,506615.5295890397,-227.80315068503842,6,15,530998.746991825
2026-03-20,506216.3664383546,-399.16315068508266,6,15,530599.5838411399
2026-03-23,506070.6932876697,-145.67315068491735,6,15,530453.910690455
2026-03-24,500687.8701369845,-5382.8231506851735,6,15,525071.0875397698
2026-03-25,501717.0569862996,1029.1868493150687,6,15,526100.2743890849
2026-03-26,504548.6838356147,2831.626849315129,6,15,528931.9012384
2026-03-27,505095.5406849296,546.8568493148778,6,15,529478.7580877149
2026-03-30,505344.9775342445,249.43684931489406,6,15,529728.1949370299
2026-03-31,506431.1743835596,1086.1968493151362,6,15,530814.3917863449
