Date,OOS_Equity,OOS_DailyPnL,Window,n_pairs,OOS_Equity_Chained
2025-08-13,499931.506849315,-68.49315068498254,1,15,499931.506849315
2025-08-14,499059.0417748616,-872.4650744534447,1,15,499059.0417748616
2025-08-15,498990.5486241766,-68.49315068498254,1,15,498990.5486241766
2025-08-18,494901.4698180407,-4089.0788061358617,1,15,494901.4698180407
2025-08-19,494832.9766673557,-68.49315068504075,1,15,494832.9766673557
2025-08-20,495357.2335166706,524.256849314901,1,15,495357.2335166706
2025-08-21,495176.5803659856,-180.65315068501513,1,15,495176.5803659856
2025-08-22,497169.9872153008,1993.4068493152154,1,15,497169.9872153008
2025-08-25,497858.8740646157,688.8868493149057,1,15,497858.8740646157
2025-08-26,497433.8009139306,-425.07315068511525,1,15,497433.8009139306
2025-08-27,497063.2877632454,-370.5131506851758,1,15,497063.2877632454
2025-08-28,496086.9846125607,-976.3031506846892,1,15,496086.9846125607
2025-08-29,496401.5138063561,314.52919379540253,1,15,496401.5138063561
2025-09-02,494734.9530900472,-1666.5607163089444,1,15,494734.9530900472
2025-09-03,495305.9299393622,570.9768493150477,1,15,495305.9299393622
2025-09-04,495003.7967886771,-302.1331506851129,1,15,495003.7967886771
2025-09-05,494961.5836379923,-42.213150684779976,1,15,494961.5836379923
2025-09-08,493362.8004873072,-1598.7831506851362,1,15,493362.8004873072
2025-09-09,493902.5722268113,539.7717395041254,1,15,493902.5722268113
2025-09-10,495257.8687583609,1355.2965315495967,1,15,495257.8687583609
2025-09-11,495703.0556076757,445.18684931477765,1,15,495703.0556076757
2025-09-12,498619.4994186383,2916.443810962606,1,15,498619.4994186383
2025-09-15,498810.8762679535,191.37684931518743,1,15,498810.8762679535
2025-09-16,498255.3531172685,-555.5231506850105,1,15,498255.3531172685
2025-09-18,499931.506849315,-68.49315068498254,2,15,498255.3531172685
2025-09-19,499802.2736986302,-129.2331506847986,2,15,498126.1199665837
2025-09-22,501156.7105479452,1354.4368493149523,2,15,499480.5568158986
2025-09-23,501727.9040687216,571.1935207764036,2,15,500051.75033667503
2025-09-24,503891.4289437435,2163.524875021947,2,15,502215.275211697
2025-09-25,504200.2926169941,308.86367325059837,2,15,502524.1388849476
2025-09-26,506052.4094663091,1852.1168493150035,2,15,504376.2557342626
2025-09-29,505934.092125393,-118.31734091613907,2,15,504257.93839334644
2025-09-30,506413.4089747081,479.31684931513155,2,15,504737.2552426616
2025-10-01,504680.2884218366,-1733.1205528714927,2,15,503004.1346897901
2025-10-02,504467.2003064653,-213.08811537129804,2,15,502791.0465744188
2025-10-03,504321.1216956263,-146.07861083903117,2,15,502644.96796357975
2025-10-06,504407.7450796457,86.62338401941815,2,15,502731.59134759917
2025-10-07,505629.5319289606,1221.7868493148708,2,15,503953.37819691404
2025-10-08,505383.6413849599,-245.8905440006638,2,15,503707.4876529134
2025-10-09,503937.2726712927,-1446.3687136672088,2,15,502261.11893924617
2025-10-10,503219.0391607105,-718.233510582184,2,15,501542.885428664
2025-10-13,506581.4164007711,3362.377240060596,2,15,504905.2626687246
2025-10-14,507887.3832500861,1305.9668493149802,2,15,506211.22951803956
2025-10-15,507818.8900994011,-68.49315068498254,2,15,506142.7363673546
2025-10-16,510315.896948716,2497.006849314901,2,15,508639.7432166695
2025-10-17,510129.9237980311,-185.9731506849057,2,15,508453.7700659846
2025-10-20,511478.0006473459,1348.0768493147916,2,15,509801.84691529936
2025-10-21,515241.237496661,3763.2368493151153,2,15,513565.0837646145
2025-10-23,499931.5068493151,-68.49315068492433,3,15,513565.0837646145
2025-10-24,505051.3644377788,5119.857588463696,3,15,518684.9413530782
2025-10-27,507336.5359907342,2285.171552955406,3,15,520970.1129060336
2025-10-28,505965.6776939637,-1370.858296770486,3,15,519599.2546092631
2025-10-29,504486.5778450485,-1479.0998489151825,3,15,518120.1547603479
2025-10-30,502899.7746943635,-1586.8031506849802,3,15,516533.35160966293
2025-10-31,502805.073297714,-94.70139664952876,3,15,516438.6502130134
2025-11-03,499036.2300031988,-3768.8432945152163,3,15,512669.8069184982
2025-11-04,499169.175622211,132.94561901222914,3,15,512802.7525375104
2025-11-05,500758.6814100349,1589.505787823873,3,15,514392.2583253343
2025-11-06,499768.4347904798,-990.2466195551096,3,15,513402.0117057792
